ship_nodc,ship_name,remarks,source_url
06ME,METEOR,PRE-7/64,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32EQ,METEOR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90QE,METEOROLOG,ICES REQUEST  24Feb61 to   25Feb61,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
SIMP,METHANE POLAR,ICES REQUEST CallSign S6IS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18MT,METRIDIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26MJ,METTE MARIE,callSign XPA3004,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26ME,METTE MILJO,callSign OXOD,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
47MY,MEVOOT YAM,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
316E,MEYERKORD,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HF,MG0422,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HH,MG1330,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HJ,MG1340,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HK,MG1341,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HL,MG1342,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HM,MG1347,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HN,MG1348,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HO,MG1356,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HP,MG1357,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
906M,MG-1357 CIVILSK,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HR,MG1363,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HS,MG1364,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HT,MG1365,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HU,MG1366,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HV,MG1465,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HQ,MG3162,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
901M,MGACHI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90MG,MGLA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HW,MI0305,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HX,MI0309,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HY,MI0440,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90HZ,MI0624,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IA,MI0771,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IB,MI0776,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IC,MI0780,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90ID,MI0782,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90UH,MI0817,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
7563,MI0818,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902T,MI0819,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
7564,MI0824,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90UI,MI0826,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902U,MI0827,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IE,MI0833,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IF,MI0838,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IG,MI0840,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IH,MI0846,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90II,MI0847,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IJ,MI0876,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902W,MI1341,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902X,MI1357,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902Y,MI1362,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902Z,MI1365,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IT,MI1448,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IU,MI1528,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IV,MI1532,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IW,MI1545,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90IX,MI8202,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
58MS,MICHAEL SARS,callSign LHUW,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
36BK,MICHALIS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35MI,MICHEL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MZ,MICHELSON,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32MI,MICHIGAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
317J,MICMAC R/V,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
PAAB,MICRONESIAN COMMERCE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
PAAA,MICRONESIAN INDEPENDANCE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
54MP,MICRONESIAN PRIDE,ELAX2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26MI,MIDDELFART C/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26MD,MIDDELGRUND FORT C/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
326M,MIDEGON,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
319I,MIDGETT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18MS,MIDNIGHT SUN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49DU,MIDORI MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
322X,MIDWAY,CV-41,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31IF,MIKE BOAT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90UN,MIKHAIL KALINININ,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
907N,MIKHAIL KRUPSKY,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90ML,MIKHAIL LOMONOSOV,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90MS,MIKHAIL SOMOV,callSign URWW,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90SB,MIKHAIL SOMOV,callSign URWW,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90CO,MIKHAIL VERBITSKIY,callSign USTJ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
3131,MIKIMIKI,callSign WM7761,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90DK,MIKLUKHO MAKLAY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MQ,MIKURA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90UU,MILITARY MARINE FLEET (VMF),OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31I4,MILLER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31FN,MILLER FREEMAN,callSign WTDM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MD,MILLICOMA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31XQ,MILLS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
9078,MILOGRADOVO,ESKB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32ML,MILWAUKEE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32MX,MIN DIV,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MV,MINABE,callSign JCAQ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
062I,MINDEN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MS,MINE SWEEPING BOAT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
95MI,MINER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
11MM,MINERAL MARCHIENNE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
741Z,MINERVA,F-45,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
48MV,MINERVA,(IRUP),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MN,MINNETONKA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
33ME,MINNIE B.,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06LJ,MINSENER SAND,OCL REQUEST  L/V,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06MI,MINSEROOG,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
902V,MIO829,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MD,MIOCHIDORI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
67MI,MIR I,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35MK,MIRAI,OCL REQUEST    R/V,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18MR,MIRAMICHA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
745N,MIRANDA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
64MF,MIRFAK,PFZU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90YR,MIRGOROD,OCL REQUEST CallSign UANG,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90CP,MIRNYY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
67AD,MIROSLAWIEC,callSign SQFH,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
09U5,MIRRABOOKA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
48MI,MIRTO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90YO,MIS DALNIY,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31ZR,MIS SAN RAFAEL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31ZM,MIS SANTA YNEZ,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
9094,MIS TIKHIY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90MH,MIS UNONI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49M1,MISAGO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
24MI,MISAGO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49XW,MISAGO MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49XR,MISAKI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
08MI,MISIONES,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
311X,MISPILLION,callSign NHMX,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
323C,MISS CHAROLETTE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31FM,MISS FLETA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32OX,MISS GAIL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
33MJ,MISS JANA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18TF,MISS TIFFANY,"DEPARTMENT OF FISHERIES AND OCEANS, QUEBEC REGION",https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MB,MISSION BUENAVENTURA,callSign WNGI,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
3155,MISSION CAPISTRANO,callSign KRCE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31ZU,MISSION SANTA CRUZ,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32M6,MISSISSINEWA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
327M,MISSISSIPPI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32I8,MISSOURI,TB; callSign HO3245,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
322Z,MISSOURI,BB-63; callSign NBMO,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MI,MITKOF,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
57MT,MITLA,XCNX,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
PAMT,MITLA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49M5,MITO MARU,callSign JEAE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31I5,MITSCHER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MU,MIURA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MY,MIYAGI-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49ML,MIYAKE,callSign JFSP,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49X7,MIYAKO,callSign JPDN,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MM,MIYAKO MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MZ,MIYAZAKI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49LV,MIYOSHI MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
315I,MIZAR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49ZM,MIZUHO,JEQE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49BM,MIZUHO MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49FW,MIZUNAGI,OCL REQUEST  (03/1983 to   02/1997),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
905I,MLECHNI PUT,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
905I,MLECHNITY PUT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35MT,MN TOUCAN,(FNAV)  10/12/1995,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31O7,MOALE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
PAAC,MOANA PACIFIC,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
CYMP,MOANA PACIFIC,(P3EK7)  11/29/1996,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26MW,MOANA PACIFIC,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
09MR,MOANA RAOI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32MW,MOANA WAVE,WUS9293,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
3221,MOBIL GAS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
317M,MOBILE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
74MO,MODESTE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MO,MODOC,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
061N,MOELDERS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MO,MOGAMI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MI,MOGAMI-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
ALBE,MOHAMED SEDIK BENYAHIA,CALL SIGN 7TEV,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32MH,MOHAWK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32MN,MOINESTER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MJ,MOJAVE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90QF,MOKSHA,ICES REQUEST 12Mar52 to 29Mar53 RadioCallSign UBRU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90UM,MOKSHA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31M3,MOLALA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90M3,MOLDAVIYA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MC,MOMI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
26MM,MOMMARK C/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18MQ,MONCTON,MEDS REQUEST CallSign CGJC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
35DB,MONGE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
49MJ,MONJU MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
743E,MONKTON,P-1155,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90MF,MONOKRISTALL,callSign UERL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90EZ,MONOMETR,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
3223,MONONGAHELA,AO-178,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
61AA,MONOWAI,callSign ZMFI,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31ND,MONSSEN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32M9,MONTAGUE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
18MM,MONTCALM,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06ZG,MONTE OLIVIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06MB,MONTE ROSA,callSign DGLM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06ZJ,MONTE SARMIENTO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
29AF,MONTE ZALMN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
48MO,MONTEBELLO,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32MO,MONTEREY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
64MT,MONTERREY,PGAF,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
3224,MONTICELLO,LSD-35,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
09MN,MONTORO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32MP,MONTPLIER VICTORY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
77MW,MOONSHADOW,SMALL MOTORBOAT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32M8,MOORE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
3164,MOORINGS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
325B,MOOSBRUGGER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06FM,MORAY FIRTH,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
74MF,MORAY FIRTH IV,GFCA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31M9,MOREA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
74MB,MORECOMBE BAY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
64ML,MORELOS,PGBB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
09G6,MORETON BAY,COASTAL STATION,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90MO,MOREVED,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
314M,MORGENTHAU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
09MT,MORIALTA,VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
58MO,MORILD,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
77MO,MORILD,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
336B,MORMAC DRACO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
32WQ,MORMAC STAR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31MQ,MORNING STAR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
903A,MOROZ,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
9012,MORSKOY GEOFIZIK,UDVW,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
31N7,MORTON,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
TTAF,MORUGA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06CA,MOSEL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
06MX,MOSEL EXPRESS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
90MV,MOSKOVSKY UNIVERSITET,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/312-shipcodes5
