li,docid,url,title,more_versions,related_article,explore_at,explore_at_n,download_formats,download_formats_n,dataset_updated,dataset_provided_by,time_period_covered,area_covered,authors,description
42,L2cvMTF2ajc0MDltdw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF2ajc0MDltdw==,Kelp Greenling Mean Density - North Central Coast - 2010-11 - PISCO [ds1369],https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20Greenling%20Mean%20Density%20-%20North%20Central%20Coast%20-%202010-11%20-%20PISCO%20%5Bds1369%5D&docid=L2cvMTF2ajc0MDltdw%3D%3D&vers=MTA2NTAwNTA0NTMzNTgyMzg4Mjc%3D,NA,https://catalog.data.gov/dataset/kelp-greenling-mean-density-north-central-coast-2010-11-pisco-ds1369-d33a9; https://dl.3184583.best/default/https/data.ca.gov/dataset/kelp-greenling-mean-density-north-central-coast-2010-11-pisco-ds1369; https://data.ca.gov/dataset/kelp-greenling-mean-density-north-central-coast-2010-11-pisco-ds1369; https://data.cnra.ca.gov/dataset/kelp-greenling-mean-density-north-central-coast-2010-11-pisco-ds1369; http://datadiscoverystudio.org/geoportal/rest/metadata/item/de722b1b2c6145aeb048897202b75df5/html; https://gis.data.ca.gov/maps/CDFW::kelp-greenling-mean-density-north-central-coast-2010-11-pisco-ds1369; https://data.amerigeoss.org/dataset/kelp-greenling-mean-density-north-central-coast-2010-11-pisco-ds1369-3eea4; https://hub.arcgis.com/maps/cdab1772861b4b8ab709175259e583e9; https://data-cdfw.opendata.arcgis.com/maps/cdab1772861b4b8ab709175259e583e9,9,,0,2024-03-30,California Department of Fish and Wildlife,NA,NA,NA,"This map service is a synthesis of the baseline characterization of kelp and shallow rock ecosystems inside and outside of several North Central Coast (NCC) MPAs at the time of their implementation. MPAs in the NCC study region (NCCSR) were implemented on May 1, 2010. Baseline characterizations were conducted by the Partnership for Interdisciplinary Studies of Coastal Oceans (PISCO) between August and October of 2010 and 2011. Visual SCUBA surveys took place at sites within MPAs and at their associated reference sites (sites outside MPA) to establish quantitative baselines for measuring future MPA effects (i.e., changes in community structure due to MPA implementation). This particular map service focuses on PISCOs characterization of fish communities aimed at estimating fish densities and fish size distribution. Refer to the following link for specifics regarding PISCOs “fish survey design” and “fish sampling methodology”: http://www.piscoweb.org/research/science-by-discipline/ecosystem-monitoring/kelp-forest-monitoring/subtidal-sampling-protoco#FishSurvey.Surveys for baseline characterization of kelp forest communities focused on the following MPAs: Point Arena SMR; Sea Lion Cove SMCA; Saunders Reef SMCA; Del Mar SMR; Stewarts Point SMR/SMCA; and Salt Point SMCA. From Point Arena to Salt Point, 35 cells (fundamental sampling units) were sampled via fish transects (inside and outside of MPAs) using stratified sampling across shore and at various depths in the kelp forests (5m, 10m, 15m and 20m). Utilizing PISCOs GPS coordinates of the 35 study cells (points), and details from PISCOs methods (see link above), we created estimated footprints of the areas in which these transects were surveyed (the 35 fundamental sampling units). From there, we also estimated the aggregated site polygons (aggregate sampling units) that comprise either an MPA or an MPA reference site; this resulted in 12 new polygons that were representative of the kelp and shallow rock ecosystems surv"
43,L2cvMTF3ampmbGNqeg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ampmbGNqeg==,"Kelp bass activity by pressure, Duarte",NA,NA,https://usa.fishermap.org/city/duarte/kelp-bass/,1,,0,2023-07-14,NA,NA,"{""type"":""Feature"",""bbox"":[-118.958,33.1578,-116.958,35.1578],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.958,34.1578]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Duarte
44,L2cvMTF3aHF5c3libQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aHF5c3libQ==,"Kelp bass activity by wind speed, San Diego County",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20San%20Diego%20County&docid=L2cvMTF3aHF5c3libQ%3D%3D&vers=NDEwOTgxMjA4OTExMTg3MDc2Ng%3D%3D,NA,https://usa.fishermap.org/county/san-diego-county-california/kelp-bass/,1,,0,2024-07-30,NA,NA,"{""type"":""Feature"",""bbox"":[-117.846,32.0174,-115.846,34.0174],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-116.846,33.0174]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on San Diego County
45,L2cvMTF3Zmx2cHMzOA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zmx2cHMzOA==,"Kelp bass activity by pressure, Escondido",NA,NA,https://usa.fishermap.org/city/escondido/kelp-bass/,1,,0,2022-10-13,NA,NA,"{""type"":""Feature"",""bbox"":[-118.07,32.1346,-116.07,34.1346],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.07,33.1346]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Escondido
46,L2cvMTF3aF95Yzg0dw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF95Yzg0dw==,"Kelp bass activity by wind speed, Corona",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Corona&docid=L2cvMTF3aF95Yzg0dw%3D%3D&vers=MTEwMjg0NDk0MjUxNDQ3MDY2MDI%3D,NA,https://usa.fishermap.org/city/corona/kelp-bass/,1,,0,2022-06-30,NA,NA,"{""type"":""Feature"",""bbox"":[-118.578,32.8581,-116.578,34.8581],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.578,33.8581]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Corona
47,L2cvMTFsajVkeHExbQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsajVkeHExbQ==,Data from: SBCLTER: Reef: Long Term Kelp Removal:: Abundance and SIze of Giant Kelp,NA,https://scholar.google.com/scholar?q=allintitle%3A+%22SBCLTER:+Reef:+Long+Term+Kelp+Removal::+Abundance+and+SIze+of+Giant+Kelp%22,https://data.cnra.ca.gov/dataset/sbclter-reef-long-term-kelp-removal-abundance-and-size-of-giant-kelp; https://knb.ecoinformatics.org/view/doi%3A10.5063%2FAA%2Fsharrer.6.1; https://data.amerigeoss.org/pt_BR/dataset/activity/sbclter-reef-long-term-kelp-removal-abundance-and-size-of-giant-kelp,3,,0,2019-05-30,Ocean Data Partners,NA,NA,NA,"These data describe the abundance of giant kelp and are part of the SBCLTER kelp removal experiment. The study was initiated in 2008, in the Santa Barbara Channel, California, USA, and this dataset is updated annually. The number of fronds of plants were recorded along one kelp removal and one kelp control permanent transects at four reef sites located along the mainland coast of the Santa Barbara Channel. These sites reflect several oceanographic regimes in the channel and vary in distance from sources of terrestrial runoff."
48,L2cvMTFrZG5rN253eg==,https://datasetsearch.research.google.com/search?docid=L2cvMTFrZG5rN253eg==,Data from: SBCLTER Monthly Kelp CHN,https://datasetsearch.research.google.com/search?src=0&query=versions%3AData%20from%3A%20SBCLTER%20Monthly%20Kelp%20CHN&docid=L2cvMTFrZG5rN253eg%3D%3D&vers=MTE0MDMzMzU1MzMyOTExMzQxOTk%3D,https://scholar.google.com/scholar?q=allintitle%3A+%22SBCLTER+Monthly+Kelp+CHN%22,https://data.cnra.ca.gov/dataset/sbclter-monthly-kelp-chn; https://data.piscoweb.org/metacatui/view/doi%3A10.6085%2FAA%2Fknb-lter-sbc.24.6; https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-sbc&identifier=24&revision=13; https://dataone.org/datasets/doi%3A10.6085%2FAA%2Fknb-lter-sbc.24.2; https://data.amerigeoss.org/mk/dataset/sbclter-monthly-kelp-chn,5,csv,1,2019-05-30,Ocean Data Partners,NA,NA,NA,"The purpose of monthly kelp CHN sampling is to track the carbon, hydrogen, and nitrogen
    concentrations in Macrocystis pyrifera tissue at SBC LTER sites over time. A total of
    fifteen M. pyrifera blades are collected at each of three reef sites once a month. Blades
    are selected approxiamtely two meters from the growing end of several different plants. Core
    samples of the blades are processed and run through an Organic elemental analyzer,
    Combustion method"
49,L2cvMTF3aF96NjR5Mg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF96NjR5Mg==,"Kelp bass activity by wind speed, Whittier",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Whittier&docid=L2cvMTF3aF96NjR5Mg%3D%3D&vers=NTI3MzQyNzU4MTg1ODM4MTc0Mg%3D%3D,NA,https://usa.fishermap.org/city/whittier/kelp-bass/,1,,0,2023-01-13,NA,NA,"{""type"":""Feature"",""bbox"":[-119.019,32.9791,-117.019,34.9791],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.019,33.9791]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Whittier
50,L2cvMTF3Zmx2OXBzeA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zmx2OXBzeA==,"Kelp bass activity by month, Coronado",NA,NA,https://usa.fishermap.org/city/coronado/kelp-bass/,1,,0,2024-06-28,NA,NA,"{""type"":""Feature"",""bbox"":[-118.171,31.6509,-116.171,33.6509],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.171,32.6509]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Coronado. Based on 18 reports.
51,L2cvMTFsdGdxcHJ5Ng==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGdxcHJ5Ng==,"Kelp bass activity by month, Wildomar",NA,NA,https://usa.fishermap.org/city/wildomar/kelp-bass/,1,,0,2024-06-19,NA,NA,"{""type"":""Feature"",""bbox"":[-118.258,32.6162,-116.258,34.6162],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.258,33.6162]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Wildomar. Based on 9 reports.
52,L2cvMTF3cG0zOGhqbg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3cG0zOGhqbg==,"Kelp bass activity by pressure, Burbank",NA,NA,https://usa.fishermap.org/city/burbank-california/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-119.325,33.1822,-117.325,35.1822],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.325,34.1822]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Burbank
53,L2cvMTF3cGs4bHRyOQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3cGs4bHRyOQ==,"Kelp bass activity by wind speed, Carson",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Carson&docid=L2cvMTF3cGs4bHRyOQ%3D%3D&vers=NDExMDg5ODQxMTQzMzM5MzY0Mw%3D%3D,NA,https://usa.fishermap.org/city/carson/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-119.247,32.8394,-117.247,34.8394],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.247,33.8394]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Carson
54,L2cvMTF5N2tqZ2pqeQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF5N2tqZ2pqeQ==,"Kelp bass activity by month, Santa Paula",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Santa%20Paula&docid=L2cvMTF5N2tqZ2pqeQ%3D%3D&vers=NDMyNDg2MTMyNzQ0MzUyMTA2Mg%3D%3D,NA,https://usa.fishermap.org/city/santa-paula/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-120.066,33.3555,-118.066,35.3555],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.066,34.3555]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Santa Paula. Based on 5 reports.
55,L2cvMTF3ZnZqdjQ5NQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZnZqdjQ5NQ==,"Kelp bass activity by wind speed, Camarillo",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Camarillo&docid=L2cvMTF3ZnZqdjQ5NQ%3D%3D&vers=NDExMDkzMzcyOTAxOTU5MjE3NA%3D%3D,NA,https://usa.fishermap.org/city/camarillo/kelp-bass/,1,,0,2022-10-11,NA,NA,"{""type"":""Feature"",""bbox"":[-120.034,33.222,-118.034,35.222],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.034,34.222]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Camarillo
56,L2cvMTF3Zmx4OGx3eA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zmx4OGx3eA==,"Kelp bass activity by wind direction, Seal Beach",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20direction%2C%20Seal%20Beach&docid=L2cvMTF3Zmx4OGx3eA%3D%3D&vers=ODcyMzE4NzA5NTA0NjA5Mzg4Mg%3D%3D,NA,https://usa.fishermap.org/city/seal-beach/kelp-bass/,1,,0,2022-06-12,NA,NA,"{""type"":""Feature"",""bbox"":[-119.097,32.7366,-117.097,34.7366],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.097,33.7366]}]}}",https://fishermap.org,Chart shows analytics data on wind direction for Kelp bass fishing in/on Seal Beach
57,L2cvMTFsdHoxMG44aA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdHoxMG44aA==,"Kelp bass activity by month, Sun City",NA,NA,https://usa.fishermap.org/city/sun-city/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-118.199,32.7141,-116.199,34.7141],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.199,33.7141]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Sun City. Based on 1 reports.
58,L2cvMTF3amI3eHdmaw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3amI3eHdmaw==,"Kelp bass activity by wind speed, Santa Paula",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Santa%20Paula&docid=L2cvMTF3amI3eHdmaw%3D%3D&vers=NDExMDk0MDg3NTMwMjkyNzk4Mg%3D%3D,NA,https://usa.fishermap.org/city/santa-paula/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-120.066,33.3555,-118.066,35.3555],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.066,34.3555]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Santa Paula
59,L2cvMTF3aF96Y3B4dg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF96Y3B4dg==,"Kelp bass activity by month, Fillmore",NA,NA,https://usa.fishermap.org/city/fillmore/kelp-bass/,1,,0,2024-09-18,NA,NA,"{""type"":""Feature"",""bbox"":[-119.916,33.4017,-117.916,35.4017],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.916,34.4017]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Fillmore. Based on 2 reports.
60,L2cvMTFsdGdxMXIyMg==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGdxMXIyMg==,"Kelp bass activity by wind speed, Laguna Woods",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Laguna%20Woods&docid=L2cvMTFsdGdxMXIyMg%3D%3D&vers=NjQxNDUyOTMzODIxMjc3NDIwMg%3D%3D,NA,https://usa.fishermap.org/city/laguna-woods/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-118.729,32.61,-116.729,34.61],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.729,33.61]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Laguna Woods
61,L2cvMTFsdGw4NzRzNw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGw4NzRzNw==,"Kelp bass activity by wind speed, Ventura",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Ventura&docid=L2cvMTFsdGw4NzRzNw%3D%3D&vers=NTc2OTEwMjgxODQ5NjExNjEzOA%3D%3D,NA,https://usa.fishermap.org/city/ventura/kelp-bass/,1,,0,2022-10-11,NA,NA,"{""type"":""Feature"",""bbox"":[-120.248,33.2997,-118.248,35.2997],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.248,34.2997]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Ventura
62,L2cvMTFsdjJ4azdweA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdjJ4azdweA==,"Kelp bass activity by month, Duarte",NA,NA,https://usa.fishermap.org/city/duarte/kelp-bass/,1,,0,2023-07-14,NA,NA,"{""type"":""Feature"",""bbox"":[-118.958,33.1578,-116.958,35.1578],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.958,34.1578]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Duarte. Based on 21 reports.
63,L2cvMTF3ZzIwM3g1Nw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZzIwM3g1Nw==,"Kelp bass activity by wind speed, Ojai",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Ojai&docid=L2cvMTF3ZzIwM3g1Nw%3D%3D&vers=NjQxNzM0NDYzNTk4NTgxMDQ3OA%3D%3D,NA,https://usa.fishermap.org/city/ojai/kelp-bass/,1,,0,2022-09-18,NA,NA,"{""type"":""Feature"",""bbox"":[-120.248,33.4499,-118.248,35.4499],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.248,34.4499]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Ojai
64,L2cvMTF3amI2MmIzbQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3amI2MmIzbQ==,"Kelp bass activity by pressure, Santa Monica",NA,NA,https://usa.fishermap.org/city/santa-monica/kelp-bass/,1,,0,2022-10-11,NA,NA,"{""type"":""Feature"",""bbox"":[-119.499,33.0086,-117.499,35.0086],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.499,34.0086]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Santa Monica
65,L2cvMTFsdjg4ZjQ3bQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdjg4ZjQ3bQ==,"Kelp bass activity by wind direction, Dana Point",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20direction%2C%20Dana%20Point&docid=L2cvMTFsdjg4ZjQ3bQ%3D%3D&vers=NDExOTkxMDE0MTkzMzAyNjYwMw%3D%3D,NA,https://usa.fishermap.org/city/dana-point/kelp-bass/,1,,0,2022-08-15,NA,NA,"{""type"":""Feature"",""bbox"":[-118.709,32.4418,-116.709,34.4418],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.709,33.4418]}]}}",https://fishermap.org,Chart shows analytics data on wind direction for Kelp bass fishing in/on Dana Point
66,L2cvMTF3aHkxNzEwXw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aHkxNzEwXw==,"Kelp bass activity by pressure, Carpinteria",NA,NA,https://usa.fishermap.org/city/carpinteria/kelp-bass/,1,,0,2023-08-13,NA,NA,"{""type"":""Feature"",""bbox"":[-120.512,33.3814,-118.512,35.3814],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.512,34.3814]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Carpinteria
67,L2cvMTFsdGdwYjVjbA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGdwYjVjbA==,"Kelp bass activity by pressure, Long Beach",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20pressure%2C%20Long%20Beach&docid=L2cvMTFsdGdwYjVjbA%3D%3D&vers=NTg0ODkwMDk3MjI5OTc3OTQzNA%3D%3D,NA,https://usa.fishermap.org/city/long-beach/kelp-bass/,1,,0,2024-05-16,NA,NA,"{""type"":""Feature"",""bbox"":[-119.156,32.7881,-117.156,34.7881],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.156,33.7881]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Long Beach
68,L2cvMTF3ZmhnbDRwMg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZmhnbDRwMg==,"Kelp bass activity by wind speed, Long Beach",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Long%20Beach&docid=L2cvMTF3ZmhnbDRwMg%3D%3D&vers=ODcxOTgwOTM5NzQ3Mjc4NDcwMg%3D%3D,NA,https://usa.fishermap.org/city/long-beach/kelp-bass/,1,,0,2024-05-16,NA,NA,"{""type"":""Feature"",""bbox"":[-119.156,32.7881,-117.156,34.7881],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.156,33.7881]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Long Beach
69,L2cvMTF3ZnhfMjl4cg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZnhfMjl4cg==,"Kelp bass activity by weather conditions, Santa Monica",NA,NA,https://usa.fishermap.org/city/santa-monica/kelp-bass/,1,,0,2022-10-11,NA,NA,"{""type"":""Feature"",""bbox"":[-119.499,33.0086,-117.499,35.0086],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.499,34.0086]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on Santa Monica
70,L2cvMTFsdGdxZnI2bQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGdxZnI2bQ==,"Kelp bass activity by wind speed, Baldwin Park",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Baldwin%20Park&docid=L2cvMTFsdGdxZnI2bQ%3D%3D&vers=ODcyMTQ5ODgwMTcxOTExNTYyNg%3D%3D,NA,https://usa.fishermap.org/city/baldwin-park/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-118.975,33.0811,-116.975,35.0811],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.975,34.0811]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Baldwin Park
71,L2cvMTFsdGw2NGNmeg==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGw2NGNmeg==,"Kelp bass activity by month, San Diego",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20San%20Diego&docid=L2cvMTFsdGw2NGNmeg%3D%3D&vers=ODcxOTgwOTI1ODI4Mjc0MDc3OA%3D%3D,NA,https://usa.fishermap.org/city/san-diego/kelp-bass/,1,,0,2024-05-06,NA,NA,"{""type"":""Feature"",""bbox"":[-118.108,31.8245,-116.108,33.8245],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.108,32.8245]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on San Diego. Based on 23 reports.
72,L2cvMTF3aHhianB0MQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aHhianB0MQ==,"Kelp bass activity by pressure, Chula Vista",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20pressure%2C%20Chula%20Vista&docid=L2cvMTF3aHhianB0MQ%3D%3D&vers=NTg1MDE2NzYxNjA3MDM4Mjk1NA%3D%3D,NA,https://usa.fishermap.org/city/chula-vista/kelp-bass/,1,,0,2023-09-15,NA,NA,"{""type"":""Feature"",""bbox"":[-118.026,31.6318,-116.026,33.6318],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.026,32.6318]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Chula Vista
73,L2cvMTF3bXBsYjBwbg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3bXBsYjBwbg==,"Kelp bass activity by month, Oak View",NA,NA,https://usa.fishermap.org/city/oak-view/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-120.295,33.398,-118.295,35.398],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.295,34.398]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Oak View. Based on 5 reports.
74,L2cvMTFsdjg1cXI4cQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdjg1cXI4cQ==,"Kelp bass activity by month, Gales Ferry",NA,NA,https://usa.fishermap.org/city/gales-ferry/kelp-bass/,1,,0,2022-10-06,NA,NA,"{""type"":""Feature"",""bbox"":[-73.085,40.4211,-71.085,42.4211],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-72.085,41.4211]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Gales Ferry. Based on 1 reports.
75,L2cvMTF5N3IxYnM5dg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF5N3IxYnM5dg==,"Kelp bass activity by month, Pacific Grove",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Pacific%20Grove&docid=L2cvMTF5N3IxYnM5dg%3D%3D&vers=ODY0Nzc1MTY4Nzg2NTk1MzgzMg%3D%3D,NA,https://usa.fishermap.org/city/pacific-grove/kelp-bass/,1,,0,2022-05-20,NA,NA,"{""type"":""Feature"",""bbox"":[-122.936,35.6364,-120.936,37.6364],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-121.936,36.6364]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Pacific Grove. Based on 1 reports.
76,L2cvMTF2d24yY2hydw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF2d24yY2hydw==,"Probabilities of Kelp bass activity by wind speed, United States",https://datasetsearch.research.google.com/search?src=0&query=versions%3AProbabilities%20of%20Kelp%20bass%20activity%20by%20wind%20speed%2C%20United%20States&docid=L2cvMTF2d24yY2hydw%3D%3D&vers=MzU0MzM0MzgzNjAzOTcwMDM5OA%3D%3D,NA,https://usa.fishermap.org/fish-map/fish/kelp-bass/,1,,0,2024-03-05,NA,NA,NA,NA,The data is based on the wind speed when the Kelp bass was caught in(on) United States
