archive,path,study,data_stage,cast_dir,n_bytes,sha256,n_rows,n_issues,cruise_key
20-1607OS_CTDFinalQC.zip,20-1607OS_CTDFinalQC/db_csvs/20-1607OS_CTDBTL_001-068D.csv,1607OS,final,D,12544083,2f692db5ca858d8584284dcfefd420bd25a392266c35c5b75fc85ea740c166d4,27305,0,2016-07-32I1
20-1607OS_CTDFinalQC.zip,20-1607OS_CTDFinalQC/db_csvs/20-1607OS_CTDBTL_001-068U.csv,1607OS,final,U,12575316,1d799129c840f3547f7b69c1c207c57f825736129f223566301d7cf3df124d0f,27363,0,2016-07-32I1
20-1611SR_CTDFinalQC.zip,20-1611SR_CTDFinalQC/db_csvs/20-1611SR_CTDBTL_001-075D.csv,1611SR,final,D,15213738,badee0b0c53d98d0d478e358f19536e3763daa54f46b5063c1ecc18e56812aae,32761,0,2016-11-33P4
20-1611SR_CTDFinalQC.zip,20-1611SR_CTDFinalQC/db_csvs/20-1611SR_CTDBTL_001-075U.csv,1611SR,final,U,15224860,298d84c6381c6e52544ded018d0e7456ad8c5b6a6fe355222320137af55efc97,32844,0,2016-11-33P4
20-1701RL_CTDFinalQC.zip,20-1701RL_CTDFinalQC/db_csvs/20-1701RL_CTDBTL_001-083D.csv,1701RL,final,D,14591896,faad91a2fe981ff97ce7a5389c720cab16b2f15bcfd55280da2c1f9e07014ca1,31986,0,2017-01-33UD
20-1701RL_CTDFinalQC.zip,20-1701RL_CTDFinalQC/db_csvs/20-1701RL_CTDBTL_001-083U.csv,1701RL,final,U,14635180,f0fddadfb0dd7e7fec79f874b0c0cb51e6e81c2f276774be023f517a80932949,32064,0,2017-01-33UD
20-1701RL_CTDFinalQC.zip,20-1701RL_CTDFinalQC/db_csvs/ISUS_separateRuns/20-1701RL_CTDBTL_001-020D.csv,1701RL,final,D,4105321,0d3b3594ddfca24b4ec73bdcceab8256b751950d3a9faf04bab2153ac37d1467,8886,0,2017-01-33UD
20-1701RL_CTDFinalQC.zip,20-1701RL_CTDFinalQC/db_csvs/ISUS_separateRuns/20-1701RL_CTDBTL_001-020U.csv,1701RL,final,U,4107824,a5c24184eb46c5d7ce330dbe7354c5b07f73fe5fa2ea38e4ede50653bda3e400,8891,0,2017-01-33UD
20-1701RL_CTDFinalQC.zip,20-1701RL_CTDFinalQC/db_csvs/ISUS_separateRuns/20-1701RL_CTDBTL_021-083D.csv,1701RL,final,D,10583465,8d072700ddf3a02af5dd7dc7a88a2652e27628185cf85cfb57d09a0ec4d98177,23100,0,2017-01-33UD
20-1701RL_CTDFinalQC.zip,20-1701RL_CTDFinalQC/db_csvs/ISUS_separateRuns/20-1701RL_CTDBTL_021-083U.csv,1701RL,final,U,10624342,e1b3528878a11d975e566bb8db9fb4a9c54b3efab3da9140391daca44f85c562,23173,0,2017-01-33UD
20-1704SH_CTDFinalQC.zip,20-1704SH_CTDFinalQC/db_csvs/20-1704SH_CTDBTL_001-104D.csv,1704SH,final,D,19984115,1bd78c94893e37941a0c5a28c7156bc842e67e2a249b0ba3c5abbd45865a1d74,42787,0,2017-04-3322
20-1704SH_CTDFinalQC.zip,20-1704SH_CTDFinalQC/db_csvs/20-1704SH_CTDBTL_001-104U.csv,1704SH,final,U,20052452,348f0c8b43012f1303092024577b2162666164ea84acb7dd5d078113ce97e7a4,42934,0,2017-04-3322
20-1704SH_CTDFinalQC.zip,20-1704SH_CTDFinalQC/db_csvs/separatelyProcessed/20-1704SH_CTDBTL_001-040D.csv,1704SH,final,D,7377365,9a3e893478f105da510f24e6e4ba532cd104c2f316ad9f60266fb9e8ea9bed0c,15783,0,2017-04-3322
20-1704SH_CTDFinalQC.zip,20-1704SH_CTDFinalQC/db_csvs/separatelyProcessed/20-1704SH_CTDBTL_001-040U.csv,1704SH,final,U,7403229,5c474b129b9a7838bc8a31f78bbb1ca93e71314c2ee040a0459ff16a1e04dac8,15838,0,2017-04-3322
20-1704SH_CTDFinalQC.zip,20-1704SH_CTDFinalQC/db_csvs/separatelyProcessed/20-1704SH_CTDBTL_041-104D.csv,1704SH,final,D,12607429,25aeb5b3d3ee2b8ffbeb177c15314ec9697ac69eb2e01303c9f4e583b8bea331,27004,0,2017-04-3322
20-1704SH_CTDFinalQC.zip,20-1704SH_CTDFinalQC/db_csvs/separatelyProcessed/20-1704SH_CTDBTL_041-104U.csv,1704SH,final,U,12649957,69e5e297d645b96fe4354f9ac58bd93be9ce63029deccef86dd2e4a908c23d93,27096,0,2017-04-3322
20-1708SR_CTDFinalQC.zip,20-1708SR_CTDFinalQC/db_csvs/20-1708SR_CTDBTL_001-073D.csv,1708SR,final,D,13306149,369b213d3276ac66a44df9710c4838dde71895c4e67faf3dcb98b77ec80bc908,29321,0,2017-08-33P4
20-1708SR_CTDFinalQC.zip,20-1708SR_CTDFinalQC/db_csvs/20-1708SR_CTDBTL_001-073U.csv,1708SR,final,U,13346921,bcc7768e5bb55cf75002917eb946068b0284171a6fed5a263090a4599f5db044,29414,0,2017-08-33P4
20-1711SR_CTDFinalQC.zip,20-1711SR_CTDFinalQC/db-csvs/20-1711SR_CTDBTL_001-074D.csv,1711SR,final,D,13770504,6731312110ebe8907aaf4f76a756bb51f4369f7550b5bc1691d8bfe7925c441f,29361,0,2017-11-33P4
20-1711SR_CTDFinalQC.zip,20-1711SR_CTDFinalQC/db-csvs/20-1711SR_CTDBTL_001-074U.csv,1711SR,final,U,13805530,d3a2f95da6cacd6beb852b8a9fa0a86cf5c7ee8f5d13efc8c453129e18d493e8,29434,0,2017-11-33P4
20-1802SH_CTDFinalQC.zip,20-1802SH_CTDFinalQC/db_csvs/20-1802SH_CTDBTL_001-045D.csv,1802SH,final,D,8851840,b3ab8be18e23c5138fcb678f178a23e34e6dfc5a0d99e78773b790803873689e,19394,0,2018-02-3322
20-1802SH_CTDFinalQC.zip,20-1802SH_CTDFinalQC/db_csvs/20-1802SH_CTDBTL_001-045U.csv,1802SH,final,U,8872964,b16a9f92afd8d029820f42ffae5c57dd079e0b2960884306a3b3f2401f82c172,19438,0,2018-02-3322
20-1804SH_CTDFinalQC.zip,20-1804SH_CTDFinalQC/db_csvs/20-1804SH_CTDBTL_001-103D.csv,1804SH,final,D,19783399,95b1ba0fdbb282f1579fce90cf6a120fd5571a63b3200ef9357dffd5eb7d797d,42284,0,2018-04-3322
20-1804SH_CTDFinalQC.zip,20-1804SH_CTDFinalQC/db_csvs/20-1804SH_CTDBTL_001-103U.csv,1804SH,final,U,19834769,980f7b8ba5ba55fb9183a101aa29e3b5e9b35ccf52c8a220c77378a9bc88a7b2,42394,0,2018-04-3322
20-1806SR_CTDFinalQC.zip,20-1806SR_CTDFinalQC/db_csvs/20-1806SR_CTDBTL_001-072D.csv,1806SR,final,D,13656408,01fec6e0bc5e787f36273d15c780a1d0c5ea7c28d1b77fc23da5a49088a80108,29930,0,2018-06-33P4
20-1806SR_CTDFinalQC.zip,20-1806SR_CTDFinalQC/db_csvs/20-1806SR_CTDBTL_001-072U.csv,1806SR,final,U,13695698,00a8422986d0712e295e5521448f06620ee8dbadbc40644ef3ce447b91a25b90,30008,0,2018-06-33P4
20-1810SR_CTDFinalQC.zip,20-1810SR_CTDFinalQC/db_csvs/20-1810SR_CTDBTL_001-074D.csv,1810SR,final,D,12682693,0751be2c0ff94a81d2ffdd47339064deab6fb9d1b225ac71d5d6d78a0f566011,29863,0,2018-10-33P4
20-1810SR_CTDFinalQC.zip,20-1810SR_CTDFinalQC/db_csvs/20-1810SR_CTDBTL_001-074U.csv,1810SR,final,U,12720310,06458e483b49266214bb635a6851ea07fb9dbf01bb59ac97c5975d5d1e0d20bb,29958,0,2018-10-33P4
20-1902RL_CTDFinalQC.zip,20-1902RL_CTDFinalQC/db_csvs/20-1902RL_CTDBTL_001-029D.csv,1902RL,final,D,5460948,a948ada2b604dbd49825afebe8108574e28d270d3cd3d86992543a5a2045ae32,11844,0,2019-02-33UD
20-1902RL_CTDFinalQC.zip,20-1902RL_CTDFinalQC/db_csvs/20-1902RL_CTDBTL_001-029U.csv,1902RL,final,U,5468593,86c8e078d9fdd0b4e39583a40b8ac71cc0a1cc9d8c4090ee655b6859d8d88696,11881,0,2019-02-33UD
20-1904RL_CTDFinalQC.zip,20-1904RL_CTDFinalQC/20-1904RL_FinalCTD/db_csvs/20-1904RL_CTDBTL_001-069D.csv,1904RL,final,D,12305611,5c2fedc4b9cc338a6d4aabc6ca97df95acc047a68f0992259123dc24844a790a,26826,0,2019-04-33UD
20-1904RL_CTDFinalQC.zip,20-1904RL_CTDFinalQC/20-1904RL_FinalCTD/db_csvs/20-1904RL_CTDBTL_001-069U.csv,1904RL,final,U,11594816,e1c29eafae7d999c55400d9c022f4a429a1fe6797950103159eeb9339b22d572,26919,0,2019-04-33UD
20-1907BH_CTDFinalQC.zip,20-1907BH_CTDFinalQC/db-csvs/20-1907BH_CTDBTL_001-070D.csv,1907BH,final,D,12743579,6ff76377cc52435f718e895e77bad8c6860fac5b732385b2db2b0880f340fe35,27817,0,2019-07-
20-1907BH_CTDFinalQC.zip,20-1907BH_CTDFinalQC/db-csvs/20-1907BH_CTDBTL_001-070U.csv,1907BH,final,U,12769599,7d4bcf675d2312f242bc4e2234f8cf7a2abdcadba893d6fadba8a6e24fdd8dc6,27894,0,2019-07-
20-1911OC_CTDFinalQC.zip,20-1911OC_CTDFinalQC/db-csvs/20-1911OC_CTDBTL_001-075D.csv,1911OC,final,D,13057011,384a814954a5975741d14db7c5560fd466712e9fab2a3a4d1ade9b1e94c9f5ba,29810,0,2019-11-32OC
20-1911OC_CTDFinalQC.zip,20-1911OC_CTDFinalQC/db-csvs/20-1911OC_CTDBTL_001-075U.csv,1911OC,final,U,13086198,e79f1890cbad92861477d09efee8bf57255ec933be2aa9191a358bcd57fef500,29883,53,2019-11-32OC
20-2001RL_CTDFinalQC.zip,20-2001RL_CTDFinalQC/db-csvs/20-2001RL_CTDBTL_001-104D.csv,2001RL,final,D,19583566,451f3f79fb1ac7d448dadc56c591552334743f17c8d508ffbee4f907d9a3bb26,42687,0,2020-01-33UD
20-2001RL_CTDFinalQC.zip,20-2001RL_CTDFinalQC/db-csvs/20-2001RL_CTDBTL_001-104U.csv,2001RL,final,U,19641988,3cdff835f85db9622f28fb12939c72bec8b528cd8c4711ae17e40f77355134ae,42815,0,2020-01-33UD
20-2007SR_CTDFinalQC.zip,20-2007SR_CTDFinalQC/20-2007SR_CTDFinalQC/db-csvs/20-2007SR_CTDBTL_001-075D.csv,2007SR,final,D,13611968,3e66c55781c9d5d0c613d44ef03c379e6dd6868c561a44465eb71c67d354c771,30071,0,2020-07-33P4
20-2007SR_CTDFinalQC.zip,20-2007SR_CTDFinalQC/20-2007SR_CTDFinalQC/db-csvs/20-2007SR_CTDBTL_001-075U.csv,2007SR,final,U,13781618,d54f263b186c1d724c98b2b36439dc52248ac9adb67c9d5f104d2cfe9f330093,30456,0,2020-07-33P4
20-2010SR_CTDFinalQC.zip,20-2010SR_CTDFinalQC/20-2010SR_CTDFinalQC/20-2010SR_CTDFinalQC/db-csvs/20-2010SR_CTDBTL_001-071D.csv,2010SR,final,D,12701257,10fca6a2cc1721499da24ef4270c6f17ff0765e639ff95293a3a742fd8b1bc7f,27732,0,2020-10-33P4
20-2010SR_CTDFinalQC.zip,20-2010SR_CTDFinalQC/20-2010SR_CTDFinalQC/20-2010SR_CTDFinalQC/db-csvs/20-2010SR_CTDBTL_001-071U.csv,2010SR,final,U,12713505,745e7341140ad8495ef4906191737e9e2f113965996e389b2027210c327007ac,27780,0,2020-10-33P4
20-2101RL_CTDFinalQC.zip,20-2101RL_CTDFinalQC/20-2101RL_CTDFinalQC/db-csvs/20-2101RL_CTDBTL_001-078D.csv,2101RL,final,D,14138567,269ddf527d52034116eb7622ab4b48c3a9851c1183b8fee4be49bc2723900dfd,30965,0,2021-01-33UD
20-2101RL_CTDFinalQC.zip,20-2101RL_CTDFinalQC/20-2101RL_CTDFinalQC/db-csvs/20-2101RL_CTDBTL_001-078U.csv,2101RL,final,U,14129533,4627ea1feaeaee77410d8b5bc7073e4d1b8a670b3d87572c3e1f346e4516d412,30948,0,2021-01-33UD
20-2105SH_CTDFinalQC.zip,20-2105SH_CTDFinalQC/20-2105SH_CTDFinalQC/db-csvs/20-2105SH_CTDBTL_001-044D.csv,2105SH,final,D,7833992,c91afd4a8bd90cea3b7657d34de919f546bcb7098fe483cf3d1731c619a72209,18718,0,2021-05-3322
20-2105SH_CTDFinalQC.zip,20-2105SH_CTDFinalQC/20-2105SH_CTDFinalQC/db-csvs/20-2105SH_CTDBTL_001-044U.csv,2105SH,final,U,7838501,8cdb8e4ef9960174c1da8978c9a6486fc163167c8becbbc780d36a0b034de003,18733,0,2021-05-3322
20-2107SR_CTDPrelim.zip,20-2107SR_CTDPrelim/csvs-plots/20-2107SR_CTDBTL_001-071D.csv,2107SR,preliminary_with_bottle,D,12200681,a043d03ef186a18565f40197a9029174618981c28aa56630f561dd2140eb5330,28782,0,2021-07-33P4
20-2107SR_CTDPrelim.zip,20-2107SR_CTDPrelim/csvs-plots/20-2107SR_CTDBTL_001-071U.csv,2107SR,preliminary_with_bottle,U,12210686,e80132626a70ea54107d7c98e0721d057ac648292a01fae258da2a9b8b0053a2,28815,0,2021-07-33P4
20-2107SR_CTDPrelim.zip,20-2107SR_CTDPrelim/db-csvs/20-2107SR_CTDBTL_001-071D.csv,2107SR,preliminary_with_bottle,D,12200681,a043d03ef186a18565f40197a9029174618981c28aa56630f561dd2140eb5330,28782,0,2021-07-33P4
20-2107SR_CTDPrelim.zip,20-2107SR_CTDPrelim/db-csvs/20-2107SR_CTDBTL_001-071U.csv,2107SR,preliminary_with_bottle,U,12210686,e80132626a70ea54107d7c98e0721d057ac648292a01fae258da2a9b8b0053a2,28815,0,2021-07-33P4
20-2111SR_CTDPrelim.zip,20-2111SR_CTDPrelim/20-2111SRCTDPrelim/csvs-plots/20-2111SR_CTDBTL_001-075D.csv,2111SR,preliminary_with_bottle,D,12847142,f425b27bd5515841eb71705d70e856eff2f39b926b1f738e980b8328ff30b1a2,30078,0,2021-11-33P4
20-2111SR_CTDPrelim.zip,20-2111SR_CTDPrelim/20-2111SRCTDPrelim/csvs-plots/20-2111SR_CTDBTL_001-075U.csv,2111SR,preliminary_with_bottle,U,12871648,8bda0b348995ddaec94a0b0850b70bdb39a11013b9cb886f504a0c0ec411a63b,30134,0,2021-11-33P4
20-2204SH_CTDPrelim.zip,20-2204SH_CTDPrelim/csvs-plots/20-2204SH_CTDBTL_001-101D.csv,2204SH,preliminary_with_bottle,D,16542953,16cad1d9662636941ab9912bf49c1c74b67f0f08e7e18699ba3cb578575a3262,40815,0,2022-04-3322
20-2204SH_CTDPrelim.zip,20-2204SH_CTDPrelim/csvs-plots/20-2204SH_CTDBTL_001-101U.csv,2204SH,preliminary_with_bottle,U,16590876,6ad36f43ae959175bce2cb719e265af4e3f785ef1c1b4977d15cee973f9bb485,40937,0,2022-04-3322
20-2204SH_CTDPrelim.zip,20-2204SH_CTDPrelim/db-csvs/20-2204SH_CTDBTL_001-101D.csv,2204SH,preliminary_with_bottle,D,17601448,5a0e8feccc7577d40fdda97d4396673e086fd2b0c681783fc342577100e414e8,40815,0,2022-04-3322
20-2204SH_CTDPrelim.zip,20-2204SH_CTDPrelim/db-csvs/20-2204SH_CTDBTL_001-101U.csv,2204SH,preliminary_with_bottle,U,17656194,654a45eade4003f0793bd75c8f72111a688ac396095d6579052a1b2cd3413a25,40937,0,2022-04-3322
20-2208BH_CTDPrelim.zip,20-2208BH_CTDPrelim/db-csvs/20-2208BH_CTDBTL_001-067D.csv,2208BH,preliminary_with_bottle,D,9014650,d1f9f2935c073e2eed81761346904235ad0510c774c30593b30fb31d42bc8ec2,20904,0,2022-08-39C2
20-2208BH_CTDPrelim.zip,20-2208BH_CTDPrelim/db-csvs/20-2208BH_CTDBTL_001-067U.csv,2208BH,preliminary_with_bottle,U,9031196,3066c07e4560a8777d08661bf7515a2b680b55d2d08ea84facd59ed2033d0be2,20944,0,2022-08-39C2
20-2211SR_CTDPrelim.zip,20-2211SR_CTDPrelim/db-csvs/20-2211_CTDBTL_001-073D.csv,2211SR,preliminary_with_bottle,D,11284192,335e02885680227178318a6142b960165af5a638dc9328bb978ee7b19186225e,29293,1039,2022-11-33P4
20-2211SR_CTDPrelim.zip,20-2211SR_CTDPrelim/db-csvs/20-2211_CTDBTL_001-073U.csv,2211SR,preliminary_with_bottle,U,11319154,af6460252b0812019de23376ee78df9d8fad51763267e092ac230b5d99822f16,29387,0,2022-11-33P4
20-2301RL_CTDPrelim.zip,20-2301RL_CTDPrelim/db-csvs/20-2301RL_CTDBTL_001-072D.csv,2301RL,preliminary_with_bottle,D,12667676,76e98521f561b0801f2b731c289976d7120a0ef50f845b079a0b6d970f387954,28812,0,2023-01-33UD
20-2301RL_CTDPrelim.zip,20-2301RL_CTDPrelim/db-csvs/20-2301RL_CTDBTL_001-072U.csv,2301RL,preliminary_with_bottle,U,12758464,2ecf17067d0ee13ef094faa84a63d77f85cc4720d8abb14fc8bfd8deb0ccfb5f,29005,0,2023-01-33UD
20-2304SH_CTDPrelim.zip,20-2304SH_CTDPrelim/db-csvs/20-2304SH_CTDBTL_001-114D.csv,2304SH,preliminary_with_bottle,D,20320310,b6bf18a6be7782f8e6e555fd932a3016196b7a760680d032d73f5c17d44fca3c,46129,0,2023-04-3322
20-2304SH_CTDPrelim.zip,20-2304SH_CTDPrelim/db-csvs/20-2304SH_CTDBTL_001-114U.csv,2304SH,preliminary_with_bottle,U,20411457,6c95c9ed2e2548e951b3e98b740f5735cc10fbe3699a97a6801452c37a338afc,46327,0,2023-04-3322
20-2307SR_CTDPrelim.zip,20-2307SR_CTDPrelim/db-csvs/20-2307SR_CTDBTL_001-056D.csv,2307SR,preliminary_with_bottle,D,9551846,236bb468152bbfaae28851291dee19da9f4b9e5063c2d1a2d62f225dda128bab,24096,0,2023-07-33P4
20-2307SR_CTDPrelim.zip,20-2307SR_CTDPrelim/db-csvs/20-2307SR_CTDBTL_001-056U.csv,2307SR,preliminary_with_bottle,U,9572224,42c5485457397f5e6a0f525d539fc682aaa046a9abf6c5fd432a68befacb64a8,24162,0,2023-07-33P4
20-2307SR_CTDPrelim.zip,20-2307SR_CTDPrelim/db-csvs/20-2307SR_CTDBTL_057-069D.csv,2307SR,preliminary_with_bottle,D,1319116,14a1c550ae1f281efc12b4cf52d424f6939d7b31afcbcd080a268a00a78f0012,3642,0,2023-07-33P4
20-2307SR_CTDPrelim.zip,20-2307SR_CTDPrelim/db-csvs/20-2307SR_CTDBTL_057-069U.csv,2307SR,preliminary_with_bottle,U,1320914,6a1b4a4839ecac222c256d5a3855c31acc7b6439f503065cdad6ad70db34e722,3647,0,2023-07-33P4
20-2311SR_CTDPrelim.zip,20-2311SR_CTDPrelim/db-csvs/20-2311SR_CTDBTL_001-050D.csv,2311SR,preliminary_with_bottle,D,16711468,2456280eadf95936300a060c3330d46478689e6fcef78a3b559b78917b69fef7,38758,0,2023-11-33P4
20-2311SR_CTDPrelim.zip,20-2311SR_CTDPrelim/db-csvs/20-2311SR_CTDBTL_001-050U.csv,2311SR,preliminary_with_bottle,U,16395576,8eff60ca76f1461cf5ace78887e3fe19626983ce5e332018580934683a7ad434,37936,0,2023-11-33P4
20-2311SR_CTDPrelim.zip,20-2311SR_CTDPrelim/db-csvs/20-2311SR_CTDBTL_051-075D.csv,2311SR,preliminary_with_bottle,D,3643159,63381d875ff053b2db54325eeac7adfe7ea1c1f0e45043bb163d39462757921f,8409,0,2023-11-33P4
20-2311SR_CTDPrelim.zip,20-2311SR_CTDPrelim/db-csvs/20-2311SR_CTDBTL_051-075U.csv,2311SR,preliminary_with_bottle,U,3656727,b59c8cfa8c1fc786ec5ffb72103a237f70a1ca172e6fe373acce1fb0282fd093,8440,0,2023-11-33P4
20-2401RL_CTDPrelim.zip,20-2401RL_CTDPrelim/20-2401RL_CTDPrelim/db_csvs/20-2401RL_CTDBTL_001-016D.csv,2401RL,preliminary_with_bottle,D,3055052,59dcff3ac687eed1f3206b2debe34223ee622ffa1e48bbf7d1919823aec0b359,7263,0,2024-01-33UD
20-2401RL_CTDPrelim.zip,20-2401RL_CTDPrelim/20-2401RL_CTDPrelim/db_csvs/20-2401RL_CTDBTL_001-016U.csv,2401RL,preliminary_with_bottle,U,3064409,d836f529bf9cf5ad8f4d161c606a1ddc5731dac8b85cc53cc097e4bbb94fcb6a,7285,0,2024-01-33UD
20-2401RL_CTDPrelim.zip,20-2401RL_CTDPrelim/20-2401RL_CTDPrelim/db_csvs/20-2401RL_CTDBTL_017-033D.csv,2401RL,preliminary_with_bottle,D,2742090,7ec035e9bf2382cb2ef4d6ea4a3920eef3d793efc874c0f18a8bddc50edd102a,6167,0,2024-01-33UD
20-2401RL_CTDPrelim.zip,20-2401RL_CTDPrelim/20-2401RL_CTDPrelim/db_csvs/20-2401RL_CTDBTL_017-033U.csv,2401RL,preliminary_with_bottle,U,2750575,75d266b85f50f65892a5f5f2b3250cc28fa07c0a8bf7d924548994fbc6333842,6190,0,2024-01-33UD
20-2401RL_CTDPrelim.zip,20-2401RL_CTDPrelim/20-2401RL_CTDPrelim/metadata/20-2401RL_CTDBTL_001-016D.csv,2401RL,preliminary_with_bottle,D,3055052,59dcff3ac687eed1f3206b2debe34223ee622ffa1e48bbf7d1919823aec0b359,7263,0,2024-01-33UD
20-2401RL_CTDPrelim.zip,20-2401RL_CTDPrelim/20-2401RL_CTDPrelim/metadata/20-2401RL_CTDBTL_001-016U.csv,2401RL,preliminary_with_bottle,U,3064409,d836f529bf9cf5ad8f4d161c606a1ddc5731dac8b85cc53cc097e4bbb94fcb6a,7285,0,2024-01-33UD
20-2401RL_CTDPrelim.zip,20-2401RL_CTDPrelim/20-2401RL_CTDPrelim/metadata/20-2401RL_CTDBTL_017-033D.csv,2401RL,preliminary_with_bottle,D,2742090,7ec035e9bf2382cb2ef4d6ea4a3920eef3d793efc874c0f18a8bddc50edd102a,6167,0,2024-01-33UD
20-2401RL_CTDPrelim.zip,20-2401RL_CTDPrelim/20-2401RL_CTDPrelim/metadata/20-2401RL_CTDBTL_017-033U.csv,2401RL,preliminary_with_bottle,U,2750575,75d266b85f50f65892a5f5f2b3250cc28fa07c0a8bf7d924548994fbc6333842,6190,0,2024-01-33UD
20-2404SH_CTDPrelim.zip,20-2404SH_CTDPrelim/db-csvs/20-2404SH_CTDBTL_001-116D.csv,2404SH,preliminary_with_bottle,D,19622651,ff39697098086731f8c621ec92a8f8f3d1089b230aed3593e642cece1e992013,47269,0,2024-04-3322
20-2404SH_CTDPrelim.zip,20-2404SH_CTDPrelim/db-csvs/20-2404SH_CTDBTL_001-116U.csv,2404SH,preliminary_with_bottle,U,19428739,ebb8df861a1bf99c9a744ae6df6d0adc0f7086bd40f104ce4f5da72a3cf64fd2,46806,0,2024-04-3322
20-2408SR_CTDPrelim.zip,20-2408SR_CTDPrelim/db-csvs/20-2408SR_CTDBTL_001-075D.csv,2408SR,preliminary_with_bottle,D,13318058,a593809c8ee0abc7f827a84ca3feea496005bc86e233881e822963fbd36b5543,29882,0,2024-08-33P4
20-2408SR_CTDPrelim.zip,20-2408SR_CTDPrelim/db-csvs/20-2408SR_CTDBTL_001-075U.csv,2408SR,preliminary_with_bottle,U,13344897,37e9743367d59e1df85c77a4b58a27ac33d9e17dc7b50f94a74056dfd9f046c7,29942,0,2024-08-33P4
20-2408SR_CTDPrelim.zip,20-2408SR_CTDPrelim/metadata/20-2408SR_CTDBTL_001-075D.csv,2408SR,preliminary_with_bottle,D,13318058,a593809c8ee0abc7f827a84ca3feea496005bc86e233881e822963fbd36b5543,29882,0,2024-08-33P4
20-2408SR_CTDPrelim.zip,20-2408SR_CTDPrelim/metadata/20-2408SR_CTDBTL_001-075U.csv,2408SR,preliminary_with_bottle,U,13344897,37e9743367d59e1df85c77a4b58a27ac33d9e17dc7b50f94a74056dfd9f046c7,29942,0,2024-08-33P4
20-2411SR_CTDPrelim.zip,20-2411SR_CTDPrelim/db-csvs/20-2411SR_CTDBTL_001-048D.csv,2411SR,preliminary_with_bottle,D,7829914,f6379e0cfd0a8421945ed282690c4fdceda7f5c2a091503ce01b2e31915d4d1e,17900,0,2024-11-33P4
20-2411SR_CTDPrelim.zip,20-2411SR_CTDPrelim/db-csvs/20-2411SR_CTDBTL_001-048U.csv,2411SR,preliminary_with_bottle,U,7844401,41b2b92e0f0d2b0a16e32f3eb4c88999cca8c0fa939ddb969272073b0f49f586,17942,0,2024-11-33P4
20-2411SR_CTDPrelim.zip,20-2411SR_CTDPrelim/metadata/20-2411SR_CTDBTL_001-048U.csv,2411SR,preliminary_with_bottle,U,7844401,41b2b92e0f0d2b0a16e32f3eb4c88999cca8c0fa939ddb969272073b0f49f586,17942,0,2024-11-33P4
20-2501RL_CTDPrelim.zip,20-2501RL_CTDPrelim/db-csvs/20-2501RL_CTDBTL_001-116D.csv,2501RL,preliminary_with_bottle,D,20592134,99e2b70622b04146f169e863c32404df34d19de6789689b2bc39e048e0032dc5,47391,0,2025-01-33UD
20-2501RL_CTDPrelim.zip,20-2501RL_CTDPrelim/db-csvs/20-2501RL_CTDBTL_001-116U.csv,2501RL,preliminary_with_bottle,U,20613056,6a853868fd19dccc1d412d25e6976ac7766a32947df18e7bdcf4d5ef26a2d279,47442,0,2025-01-33UD
20-2501RL_CTDPrelim.zip,20-2501RL_CTDPrelim/metadata/20-2501RL_CTDBTL_001-116D.csv,2501RL,preliminary_with_bottle,D,20592134,99e2b70622b04146f169e863c32404df34d19de6789689b2bc39e048e0032dc5,47391,0,2025-01-33UD
20-2501RL_CTDPrelim.zip,20-2501RL_CTDPrelim/metadata/20-2501RL_CTDBTL_001-116U.csv,2501RL,preliminary_with_bottle,U,20613056,6a853868fd19dccc1d412d25e6976ac7766a32947df18e7bdcf4d5ef26a2d279,47442,0,2025-01-33UD
20-2502RL_CTDPrelim.zip,20-2502RL_CTDPrelim/db-csvs/20-2502RL_CTDBTL_001-003D.csv,2502RL,preliminary_with_bottle,D,456762,1446799f7f250d9cb6d55e5c9130574ffbd0db65a875c27f2220d635c2d1cdee,1265,0,2025-02-33UD
20-2502RL_CTDPrelim.zip,20-2502RL_CTDPrelim/db-csvs/20-2502RL_CTDBTL_001-003U.csv,2502RL,preliminary_with_bottle,U,457267,a54415724680994f93df6c126e110de2db1b5fb5fedf799febca844f2427a21e,1266,0,2025-02-33UD
20-2502RL_CTDPrelim.zip,20-2502RL_CTDPrelim/metadata/20-2502RL_CTDBTL_001-003D.csv,2502RL,preliminary_with_bottle,D,456762,1446799f7f250d9cb6d55e5c9130574ffbd0db65a875c27f2220d635c2d1cdee,1265,0,2025-02-33UD
20-2502RL_CTDPrelim.zip,20-2502RL_CTDPrelim/metadata/20-2502RL_CTDBTL_001-003U.csv,2502RL,preliminary_with_bottle,U,457267,a54415724680994f93df6c126e110de2db1b5fb5fedf799febca844f2427a21e,1266,0,2025-02-33UD
20-2504SH_CTDPrelim.zip,20-2504SH_CTDPrelim/db-csvs/20-2504SH_CTDBTL_001-116D.csv,2504SH,preliminary_with_bottle,D,20281174,c61aa40bfa0e487d08671dfc806324f6494cdab186d4ec44da53ca6d695821ee,45897,0,2025-04-3322
20-2504SH_CTDPrelim.zip,20-2504SH_CTDPrelim/db-csvs/20-2504SH_CTDBTL_001-116U.csv,2504SH,preliminary_with_bottle,U,20345497,abb29a987c41f85e948bb0f6c3d7d49204b0261f44c90f8c5022cc9fc37be5a4,45982,0,2025-04-3322
