measurement_type,band,year,anom,n_cruises,n_values
salinity,50-100,1959,0.1052,11,1283
salinity,50-100,1960,0.1079,11,848
salinity,50-100,1961,0.0688,8,478
salinity,50-100,1962,0.0999,7,458
salinity,50-100,1963,0.0557,7,354
salinity,50-100,1964,0.163,4,342
salinity,50-100,1965,0.1006,4,383
salinity,50-100,1966,0.0352,3,429
salinity,50-100,1967,-0.0699,1,31
salinity,50-100,1968,-0.0053,1,157
salinity,50-100,1969,-0.0493,10,679
salinity,50-100,1971,-0.0201,1,22
salinity,50-100,1972,0.0273,9,439
salinity,50-100,1973,0.0998,1,3
salinity,50-100,1974,0.1709,2,78
salinity,50-100,1975,0.1376,6,357
salinity,50-100,1976,0.1935,4,31
salinity,50-100,1978,-0.0308,6,763
salinity,50-100,1980,0.2311,1,18
salinity,50-100,1981,0.0961,5,193
salinity,50-100,1982,0.1734,1,100
salinity,50-100,1983,-0.0053,10,239
salinity,50-100,1984,0.0344,10,1966
salinity,50-100,1985,0.0692,3,689
salinity,50-100,1986,0.0009,4,634
salinity,50-100,1987,-0.05,3,528
salinity,50-100,1988,0.0301,5,1219
salinity,50-100,1989,0.0541,5,1631
salinity,50-100,1990,0.0653,4,1213
salinity,50-100,1991,0.022,4,1153
salinity,50-100,1992,-0.1316,4,1439
salinity,50-100,1993,-0.1077,4,1508
salinity,50-100,1994,-0.038,4,1309
salinity,50-100,1995,0.0153,4,1439
salinity,50-100,1996,0.0499,4,1454
salinity,50-100,1997,-0.0218,4,1148
salinity,50-100,1998,0.0863,7,1451
salinity,50-100,1999,0.1224,4,1439
salinity,50-100,2000,0.1145,4,1424
salinity,50-100,2001,0.0808,4,1469
salinity,50-100,2002,-0.0026,4,1422
salinity,50-100,2003,-0.1627,4,1454
salinity,50-100,2004,-0.157,4,1343
salinity,50-100,2005,-0.0671,4,1433
salinity,50-100,2006,-0.0045,4,1323
salinity,50-100,2007,0.0995,4,1261
salinity,50-100,2008,0.0071,4,1311
salinity,50-100,2009,-0.0191,4,1128
salinity,50-100,2010,-0.0591,4,1031
salinity,50-100,2011,-0.0337,4,1287
salinity,50-100,2012,0.0284,4,1188
salinity,50-100,2013,0.0569,4,1270
salinity,50-100,2014,-0.0614,4,1071
salinity,50-100,2015,-0.1395,4,1207
salinity,50-100,2016,-0.0247,4,1279
salinity,50-100,2017,0.0135,4,1288
salinity,50-100,2018,0.0956,3,825
salinity,50-100,2019,0.1108,4,1019
salinity,50-100,2020,-0.0204,3,858
salinity,50-100,2021,0.0053,1,226
salinity,500-1000,1950,0.0021,9,135
salinity,500-1000,1951,0.0406,5,56
salinity,500-1000,1952,-0.0014,10,117
salinity,500-1000,1953,0.0263,17,141
salinity,500-1000,1954,0.0353,8,58
salinity,500-1000,1955,0.0419,3,57
salinity,500-1000,1956,0.0425,2,37
salinity,500-1000,1957,0.0343,6,86
salinity,500-1000,1958,0.0271,12,148
salinity,500-1000,1959,0.0185,11,250
salinity,500-1000,1960,0.0407,11,166
salinity,500-1000,1961,0.0131,8,88
salinity,500-1000,1962,0.0191,7,87
salinity,500-1000,1963,0.0173,6,76
salinity,500-1000,1964,0.0243,4,70
salinity,500-1000,1965,0.0272,4,87
salinity,500-1000,1966,0.0195,3,88
salinity,500-1000,1967,0.0013,1,10
salinity,500-1000,1968,0.0148,1,53
salinity,500-1000,1969,-0.0021,10,287
salinity,500-1000,1971,-0.0816,1,8
salinity,500-1000,1972,-0.0073,9,141
salinity,500-1000,1973,-0.0041,1,1
salinity,500-1000,1974,-0.0069,2,28
salinity,500-1000,1975,-0.0037,5,124
salinity,500-1000,1976,-0.0159,2,7
salinity,500-1000,1978,0.003,6,151
salinity,500-1000,1980,0.011,1,8
salinity,500-1000,1981,0.0038,5,75
salinity,500-1000,1982,0.0856,1,48
salinity,500-1000,1983,-0.0076,10,60
salinity,500-1000,1984,-0.017,10,331
salinity,500-1000,1985,-0.011,3,113
salinity,500-1000,1986,-0.001,4,93
salinity,500-1000,1987,-0.0112,2,76
salinity,500-1000,1988,0.0095,5,171
salinity,500-1000,1989,0.0069,5,249
salinity,500-1000,1990,0.001,4,178
salinity,500-1000,1991,-0.0224,4,162
salinity,500-1000,1992,-0.0268,4,193
salinity,500-1000,1993,-0.0217,4,222
salinity,500-1000,1994,-0.0175,4,214
salinity,500-1000,1995,-0.025,4,228
salinity,500-1000,1996,-0.0082,4,230
salinity,500-1000,1997,0.0028,4,188
salinity,500-1000,1998,-0.0168,7,233
salinity,500-1000,1999,-0.0014,4,253
salinity,500-1000,2000,0.0018,4,226
salinity,500-1000,2001,0.0012,4,246
salinity,500-1000,2002,0.0025,4,248
salinity,500-1000,2003,0.0029,4,235
salinity,500-1000,2004,0.0015,4,226
salinity,500-1000,2005,0.0005,4,231
salinity,500-1000,2006,0.0071,4,205
salinity,500-1000,2007,0.0087,4,213
salinity,500-1000,2008,0.0131,4,236
salinity,500-1000,2009,0.0106,4,191
salinity,500-1000,2010,0.0005,4,177
salinity,500-1000,2011,0.0081,4,218
salinity,500-1000,2012,0.0171,4,205
salinity,500-1000,2013,0.0127,4,216
salinity,500-1000,2014,0.0041,4,182
salinity,500-1000,2015,0.0021,4,208
salinity,500-1000,2016,0.007,4,213
salinity,500-1000,2017,0.0095,4,218
salinity,500-1000,2018,0.009,3,143
salinity,500-1000,2019,0.0009,4,171
salinity,500-1000,2020,0.0116,3,161
salinity,500-1000,2021,0.0101,1,53
temperature,0-10,1950,-0.7477,9,186
temperature,0-10,1951,-0.3183,10,188
temperature,0-10,1952,-0.7429,11,185
temperature,0-10,1953,-0.8799,18,304
temperature,0-10,1954,-0.2674,8,88
temperature,0-10,1955,-1.5235,6,107
temperature,0-10,1956,-1.252,2,55
temperature,0-10,1957,-0.0354,6,130
temperature,0-10,1958,0.6977,12,240
temperature,0-10,1959,0.8618,11,523
temperature,0-10,1960,-0.1691,11,323
temperature,0-10,1961,-0.2226,8,176
temperature,0-10,1962,-0.7283,7,164
temperature,0-10,1963,0.3863,7,127
temperature,0-10,1964,-0.5212,4,112
temperature,0-10,1965,-0.8126,4,137
temperature,0-10,1966,-0.3401,3,149
temperature,0-10,1967,-2.0693,1,14
temperature,0-10,1968,0.0855,1,66
temperature,0-10,1969,-0.4628,10,375
temperature,0-10,1971,-1.1249,1,8
temperature,0-10,1972,-0.5901,9,193
temperature,0-10,1973,0.3627,1,1
temperature,0-10,1974,-1.1205,2,36
temperature,0-10,1975,-1.5676,6,169
temperature,0-10,1976,-0.0143,4,15
temperature,0-10,1978,-0.2701,6,314
temperature,0-10,1980,-0.8412,1,9
temperature,0-10,1981,0.7333,5,99
temperature,0-10,1982,0.2138,1,50
temperature,0-10,1983,1.6418,10,101
temperature,0-10,1984,0.4914,10,635
temperature,0-10,1985,0.059,3,229
temperature,0-10,1986,0.0947,4,231
temperature,0-10,1987,1.0403,3,175
temperature,0-10,1988,0.4368,5,392
temperature,0-10,1989,0.0099,5,530
temperature,0-10,1990,0.5433,4,414
temperature,0-10,1991,-0.0475,4,390
temperature,0-10,1992,0.9991,4,533
temperature,0-10,1993,0.4805,4,588
temperature,0-10,1994,0.5958,4,529
temperature,0-10,1995,0.1612,4,658
temperature,0-10,1996,0.3565,4,855
temperature,0-10,1997,0.9628,4,587
temperature,0-10,1998,0.6226,7,704
temperature,0-10,1999,-0.6318,4,656
temperature,0-10,2000,0.0151,4,600
temperature,0-10,2001,-0.1411,4,638
temperature,0-10,2002,-0.6495,4,638
temperature,0-10,2003,0.4091,4,630
temperature,0-10,2004,0.3493,4,613
temperature,0-10,2005,0.0446,4,677
temperature,0-10,2006,0.2385,4,631
temperature,0-10,2007,-0.3706,4,614
temperature,0-10,2008,-0.5379,4,662
temperature,0-10,2009,-0.1477,4,607
temperature,0-10,2010,-0.1557,4,532
temperature,0-10,2011,-0.2771,4,650
temperature,0-10,2012,-0.4551,4,647
temperature,0-10,2013,-0.3793,4,711
temperature,0-10,2014,1.1732,4,653
temperature,0-10,2015,2.0969,4,719
temperature,0-10,2016,1.0584,4,714
temperature,0-10,2017,0.718,4,687
temperature,0-10,2018,0.7032,3,460
temperature,0-10,2019,0.4712,4,635
temperature,0-10,2020,0.9622,3,493
temperature,0-10,2021,-0.204,1,172
temperature,10-50,1950,-0.726,9,606
temperature,10-50,1951,-0.0558,14,759
temperature,10-50,1952,-0.602,11,700
temperature,10-50,1953,-0.9432,18,1003
temperature,10-50,1954,-0.3052,8,446
temperature,10-50,1955,-1.456,6,471
temperature,10-50,1956,-1.2669,2,208
temperature,10-50,1957,-0.0994,6,481
temperature,10-50,1958,0.947,12,862
temperature,10-50,1959,0.9656,11,1441
temperature,10-50,1960,-0.0225,11,888
temperature,10-50,1961,-0.2805,8,475
temperature,10-50,1962,-0.7787,7,497
temperature,10-50,1963,0.2271,7,367
temperature,10-50,1964,-0.6423,4,330
temperature,10-50,1965,-0.5154,4,407
temperature,10-50,1966,-0.1745,3,443
temperature,10-50,1967,-1.063,1,39
temperature,10-50,1968,-0.008,1,209
temperature,10-50,1969,-0.3748,10,1119
temperature,10-50,1971,-1.3008,1,26
temperature,10-50,1972,-0.5003,9,557
temperature,10-50,1973,0.0677,1,4
temperature,10-50,1974,-0.7052,2,127
temperature,10-50,1975,-1.256,6,617
temperature,10-50,1976,-0.2176,4,47
temperature,10-50,1978,-0.342,6,948
temperature,10-50,1980,-0.4611,1,36
temperature,10-50,1981,0.764,5,395
temperature,10-50,1982,0.3762,1,150
temperature,10-50,1983,2.1025,10,304
temperature,10-50,1984,0.7399,10,2163
temperature,10-50,1985,-0.0427,4,914
temperature,10-50,1986,0.1564,4,817
temperature,10-50,1987,0.973,3,625
temperature,10-50,1988,0.2826,5,1435
temperature,10-50,1989,-0.2979,5,1944
temperature,10-50,1990,0.5632,4,1502
temperature,10-50,1991,0.0123,4,1347
temperature,10-50,1992,0.8782,4,1630
temperature,10-50,1993,0.6532,4,1678
temperature,10-50,1994,0.5506,4,1377
temperature,10-50,1995,0.2639,4,1475
temperature,10-50,1996,0.3075,4,1688
temperature,10-50,1997,0.8528,4,1201
temperature,10-50,1998,0.8735,7,1497
temperature,10-50,1999,-0.5537,4,1503
temperature,10-50,2000,-0.0417,4,1473
temperature,10-50,2001,0.0063,4,1526
temperature,10-50,2002,-0.5616,4,1503
temperature,10-50,2003,0.0402,4,1520
temperature,10-50,2004,0.2503,4,1434
temperature,10-50,2005,-0.0185,4,1632
temperature,10-50,2006,0.0854,4,1609
temperature,10-50,2007,-0.339,4,1499
temperature,10-50,2008,-0.6242,4,1570
temperature,10-50,2009,-0.1877,4,1389
temperature,10-50,2010,-0.1551,4,1251
temperature,10-50,2011,-0.3353,4,1551
temperature,10-50,2012,-0.3708,4,1425
temperature,10-50,2013,-0.3265,4,1505
temperature,10-50,2014,1.1382,4,1279
temperature,10-50,2015,1.9863,4,1475
temperature,10-50,2016,0.9858,4,1667
temperature,10-50,2017,0.682,4,1584
temperature,10-50,2018,0.783,3,1004
temperature,10-50,2019,0.6161,4,1264
temperature,10-50,2020,0.66,3,1144
temperature,10-50,2021,-0.198,1,270
temperature,100-200,1950,-0.314,9,557
temperature,100-200,1951,-0.3949,14,735
temperature,100-200,1952,-0.4039,11,683
temperature,100-200,1953,-0.5725,18,811
temperature,100-200,1954,-0.633,8,359
temperature,100-200,1955,-0.7308,6,362
temperature,100-200,1956,-0.852,2,257
temperature,100-200,1957,-0.3169,6,597
temperature,100-200,1958,0.2112,12,952
temperature,100-200,1959,0.0534,11,1408
temperature,100-200,1960,-0.1949,11,1006
temperature,100-200,1961,-0.1524,8,577
temperature,100-200,1962,-0.2539,7,485
temperature,100-200,1963,0.0462,7,443
temperature,100-200,1964,-0.2802,4,405
temperature,100-200,1965,-0.1139,4,453
temperature,100-200,1966,-0.1486,3,504
temperature,100-200,1967,-0.2195,1,43
temperature,100-200,1968,-0.5596,1,210
temperature,100-200,1969,-0.1292,10,1050
temperature,100-200,1971,-0.6295,1,29
temperature,100-200,1972,-0.0372,9,570
temperature,100-200,1973,-0.7022,1,4
temperature,100-200,1974,0.2587,2,102
temperature,100-200,1975,-0.4404,5,539
temperature,100-200,1976,-0.3467,3,29
temperature,100-200,1978,-0.1426,6,860
temperature,100-200,1980,-0.1574,1,26
temperature,100-200,1981,0.0622,5,331
temperature,100-200,1982,0.3945,1,150
temperature,100-200,1983,1.233,10,275
temperature,100-200,1984,0.2161,10,2077
temperature,100-200,1985,0.2514,3,603
temperature,100-200,1986,0.1472,4,550
temperature,100-200,1987,0.6226,2,411
temperature,100-200,1988,-0.107,5,1061
temperature,100-200,1989,-0.2849,5,1435
temperature,100-200,1990,-0.0298,4,1071
temperature,100-200,1991,0.1074,4,996
temperature,100-200,1992,0.1417,4,1257
temperature,100-200,1993,0.1911,4,1364
temperature,100-200,1994,0.3328,4,1388
temperature,100-200,1995,0.6341,4,1658
temperature,100-200,1996,0.1733,4,1431
temperature,100-200,1997,0.136,4,1238
temperature,100-200,1998,1.2029,7,1660
temperature,100-200,1999,-0.0212,4,1508
temperature,100-200,2000,-0.1777,4,1582
temperature,100-200,2001,-0.2149,4,1620
temperature,100-200,2002,-0.3016,4,1492
temperature,100-200,2003,-0.2175,4,1587
temperature,100-200,2004,-0.2258,4,1429
temperature,100-200,2005,-0.1374,4,1539
temperature,100-200,2006,-0.1001,4,1446
temperature,100-200,2007,0.0122,4,1380
temperature,100-200,2008,-0.2976,4,1346
temperature,100-200,2009,-0.1934,4,1184
temperature,100-200,2010,-0.2166,4,1046
temperature,100-200,2011,-0.3601,4,1344
temperature,100-200,2012,-0.3246,4,1236
temperature,100-200,2013,-0.2648,4,1365
temperature,100-200,2014,-0.017,4,1127
temperature,100-200,2015,0.0653,4,1319
temperature,100-200,2016,0.2997,4,1367
temperature,100-200,2017,0.0116,4,1318
temperature,100-200,2018,0.2168,3,843
temperature,100-200,2019,0.4489,4,1054
temperature,100-200,2020,-0.0248,3,1000
temperature,100-200,2021,-0.2496,1,299
temperature,200-500,1950,-0.2839,9,661
temperature,200-500,1951,-0.303,14,772
temperature,200-500,1952,-0.196,11,668
temperature,200-500,1953,-0.1561,18,835
temperature,200-500,1954,-0.1965,8,343
temperature,200-500,1955,-0.4057,6,331
temperature,200-500,1956,-0.414,2,212
temperature,200-500,1957,-0.1457,6,519
temperature,200-500,1958,0.1081,12,849
temperature,200-500,1959,-0.0924,11,1471
temperature,200-500,1960,-0.1601,11,1011
temperature,200-500,1961,-0.1287,8,525
temperature,200-500,1962,-0.1197,7,495
temperature,200-500,1963,0.0778,6,404
temperature,200-500,1964,-0.1147,4,393
temperature,200-500,1965,-0.0645,4,443
temperature,200-500,1966,-0.0486,3,485
temperature,200-500,1967,-0.0917,1,55
temperature,200-500,1968,-0.2188,1,244
temperature,200-500,1969,-0.0779,10,1313
temperature,200-500,1971,-0.3474,1,32
temperature,200-500,1972,-0.0803,9,644
temperature,200-500,1973,-0.5464,1,5
temperature,200-500,1974,-0.1576,2,129
temperature,200-500,1975,-0.3287,5,686
temperature,200-500,1976,-0.3975,3,39
temperature,200-500,1978,-0.0301,6,960
temperature,200-500,1980,-0.2106,1,32
temperature,200-500,1981,-0.1256,5,373
temperature,200-500,1982,0.1552,1,200
temperature,200-500,1983,0.3354,10,283
temperature,200-500,1984,-0.1516,10,1975
temperature,200-500,1985,-0.1386,3,491
temperature,200-500,1986,-0.0544,4,431
temperature,200-500,1987,0.0407,2,361
temperature,200-500,1988,-0.1958,5,958
temperature,200-500,1989,-0.1824,5,1399
temperature,200-500,1990,0.0271,4,920
temperature,200-500,1991,0.0234,4,988
temperature,200-500,1992,0.138,4,1254
temperature,200-500,1993,-0.055,4,1449
temperature,200-500,1994,-0.0561,4,1624
temperature,200-500,1995,-0.0423,4,1929
temperature,200-500,1996,-0.0569,4,1581
temperature,200-500,1997,-0.04,4,1448
temperature,200-500,1998,0.0964,7,1852
temperature,200-500,1999,-0.1605,4,1743
temperature,200-500,2000,-0.0829,4,1881
temperature,200-500,2001,-0.0813,4,1923
temperature,200-500,2002,-0.0514,4,1816
temperature,200-500,2003,0.124,4,1954
temperature,200-500,2004,0.0999,4,1726
temperature,200-500,2005,0.0452,4,1833
temperature,200-500,2006,0.0838,4,1760
temperature,200-500,2007,0.0278,4,1697
temperature,200-500,2008,0.0269,4,1759
temperature,200-500,2009,0.0869,4,1382
temperature,200-500,2010,0.0442,4,1150
temperature,200-500,2011,-0.0292,4,1460
temperature,200-500,2012,0.0133,4,1290
temperature,200-500,2013,-0.0534,4,1449
temperature,200-500,2014,0.0812,4,1138
temperature,200-500,2015,0.1669,4,1364
temperature,200-500,2016,0.1383,4,1406
temperature,200-500,2017,0.0397,4,1311
temperature,200-500,2018,0.0786,3,803
temperature,200-500,2019,0.226,4,1016
temperature,200-500,2020,0.1126,3,1051
temperature,200-500,2021,0.1308,1,314
temperature,50-100,1950,-0.6383,9,462
temperature,50-100,1951,-0.1355,14,544
temperature,50-100,1952,-0.5203,11,544
temperature,50-100,1953,-0.9747,18,753
temperature,50-100,1954,-0.7644,8,466
temperature,50-100,1955,-0.9073,6,438
temperature,50-100,1956,-1.347,2,256
temperature,50-100,1957,-0.2392,6,570
temperature,50-100,1958,1.0154,12,921
temperature,50-100,1959,0.6756,11,1288
temperature,50-100,1960,0.0741,11,853
temperature,50-100,1961,-0.1507,8,480
temperature,50-100,1962,-0.4469,7,458
temperature,50-100,1963,0.1681,7,358
temperature,50-100,1964,-0.6077,4,348
temperature,50-100,1965,-0.415,4,383
temperature,50-100,1966,-0.1811,3,460
temperature,50-100,1967,-0.4698,1,32
temperature,50-100,1968,-0.6793,1,157
temperature,50-100,1969,-0.1937,10,782
temperature,50-100,1971,-1.4554,1,25
temperature,50-100,1972,-0.2894,9,447
temperature,50-100,1973,-0.2035,1,3
temperature,50-100,1974,0.5872,2,78
temperature,50-100,1975,-0.985,6,357
temperature,50-100,1976,-0.7289,4,31
temperature,50-100,1978,-0.0597,6,764
temperature,50-100,1980,0.1582,1,18
temperature,50-100,1981,0.5628,5,193
temperature,50-100,1982,0.2775,1,100
temperature,50-100,1983,2.1988,10,239
temperature,50-100,1984,0.4903,10,1974
temperature,50-100,1985,0.165,3,689
temperature,50-100,1986,0.1999,4,636
temperature,50-100,1987,0.9365,3,530
temperature,50-100,1988,-0.0614,5,1219
temperature,50-100,1989,-0.4166,5,1636
temperature,50-100,1990,0.1996,4,1213
temperature,50-100,1991,0.0242,4,1152
temperature,50-100,1992,0.6856,4,1438
temperature,50-100,1993,0.687,4,1508
temperature,50-100,1994,0.5963,4,1309
temperature,50-100,1995,0.6488,4,1439
temperature,50-100,1996,0.3074,4,1454
temperature,50-100,1997,0.4786,4,1149
temperature,50-100,1998,1.6162,7,1451
temperature,50-100,1999,-0.4366,4,1439
temperature,50-100,2000,-0.2565,4,1424
temperature,50-100,2001,-0.1447,4,1469
temperature,50-100,2002,-0.5116,4,1422
temperature,50-100,2003,-0.2815,4,1454
temperature,50-100,2004,-0.2072,4,1343
temperature,50-100,2005,0.0604,4,1433
temperature,50-100,2006,-0.0526,4,1324
temperature,50-100,2007,-0.1378,4,1261
temperature,50-100,2008,-0.7306,4,1311
temperature,50-100,2009,-0.3264,4,1128
temperature,50-100,2010,-0.2011,4,1031
temperature,50-100,2011,-0.5908,4,1287
temperature,50-100,2012,-0.5012,4,1188
temperature,50-100,2013,-0.2917,4,1270
temperature,50-100,2014,0.4665,4,1071
temperature,50-100,2015,1.044,4,1207
temperature,50-100,2016,0.9283,4,1279
temperature,50-100,2017,0.3499,4,1288
temperature,50-100,2018,0.477,3,825
temperature,50-100,2019,0.7161,4,1019
temperature,50-100,2020,-0.0388,3,854
temperature,50-100,2021,-0.5518,1,226
temperature,500-1000,1950,-0.2127,9,137
temperature,500-1000,1951,-0.2038,10,151
temperature,500-1000,1952,-0.1054,11,123
temperature,500-1000,1953,-0.0463,18,148
temperature,500-1000,1954,-0.0094,8,63
temperature,500-1000,1955,-0.1045,3,57
temperature,500-1000,1956,-0.1671,2,37
temperature,500-1000,1957,0.0134,6,90
temperature,500-1000,1958,0.1245,12,151
temperature,500-1000,1959,-0.0385,11,251
temperature,500-1000,1960,-0.0101,11,168
temperature,500-1000,1961,-0.0556,8,88
temperature,500-1000,1962,-0.0305,7,87
temperature,500-1000,1963,0.0255,6,77
temperature,500-1000,1964,-0.0289,4,70
temperature,500-1000,1965,0.0305,4,87
temperature,500-1000,1966,0.0016,3,88
temperature,500-1000,1967,-0.0746,1,10
temperature,500-1000,1968,-0.0839,1,55
temperature,500-1000,1969,-0.0718,10,304
temperature,500-1000,1971,-0.3034,1,8
temperature,500-1000,1972,-0.0855,9,143
temperature,500-1000,1973,-0.3017,1,1
temperature,500-1000,1974,-0.158,2,28
temperature,500-1000,1975,-0.2344,5,124
temperature,500-1000,1976,-0.1726,2,7
temperature,500-1000,1978,-0.0553,6,150
temperature,500-1000,1980,-0.1755,1,8
temperature,500-1000,1981,-0.1363,5,75
temperature,500-1000,1982,0.0004,1,48
temperature,500-1000,1983,-0.0448,10,60
temperature,500-1000,1984,-0.2015,10,331
temperature,500-1000,1985,-0.1119,3,114
temperature,500-1000,1986,-0.0221,4,96
temperature,500-1000,1987,-0.0459,2,76
temperature,500-1000,1988,-0.1538,5,171
temperature,500-1000,1989,-0.1073,5,249
temperature,500-1000,1990,0.0361,4,178
temperature,500-1000,1991,0.0017,4,162
temperature,500-1000,1992,0.0283,4,193
temperature,500-1000,1993,-0.0571,4,222
temperature,500-1000,1994,-0.0539,4,214
temperature,500-1000,1995,-0.084,4,228
temperature,500-1000,1996,-0.0568,4,230
temperature,500-1000,1997,0.0072,4,188
temperature,500-1000,1998,-0.0426,7,233
temperature,500-1000,1999,-0.1144,4,253
temperature,500-1000,2000,-0.048,4,226
temperature,500-1000,2001,-0.0456,4,246
temperature,500-1000,2002,-0.0172,4,248
temperature,500-1000,2003,0.0512,4,235
temperature,500-1000,2004,0.0869,4,226
temperature,500-1000,2005,0.0118,4,231
temperature,500-1000,2006,0.0601,4,205
temperature,500-1000,2007,-0.0124,4,213
temperature,500-1000,2008,0.0348,4,236
temperature,500-1000,2009,0.0777,4,191
temperature,500-1000,2010,0.0111,4,177
temperature,500-1000,2011,0.0257,4,218
temperature,500-1000,2012,0.0946,4,205
temperature,500-1000,2013,0.0396,4,216
temperature,500-1000,2014,0.116,4,182
temperature,500-1000,2015,0.1612,4,208
temperature,500-1000,2016,0.0998,4,213
temperature,500-1000,2017,0.0794,4,218
temperature,500-1000,2018,0.1097,3,143
temperature,500-1000,2019,0.1247,4,171
temperature,500-1000,2020,0.0839,3,161
temperature,500-1000,2021,0.0815,1,53
