key,rank,kind,text,bibkeys,source_url,eov,goos_doc
btl_chlorophyll_a,1,authored,"Every phytoplankter carries chlorophyll-a, so it is the standard measure of how much plant life the sunlit layer holds: the base of the food web the rest of the survey counts.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
btl_chlorophyll_a,2,authored,"Chlorophyll is what satellites see as ocean colour, and bottle chlorophyll like CalCOFI’s is among the ground truth their algorithms were fitted to.",oreilly1998,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
btl_chlorophyll_a,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
btl_chlorophyll_a,4,wikipedia,Chlorophyll a,,https://en.wikipedia.org/wiki/Chlorophyll_a,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
btl_chlorophyll_a,5,wikipedia,Phytoplankton,,https://en.wikipedia.org/wiki/Phytoplankton,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
btl_phaeopigment,1,authored,"Phaeopigment is chlorophyll after something has eaten it or it has died, so the ratio of the two is a reading of how fast the grazers are working through the bloom.",welschmeyer1985,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
btl_phaeopigment,2,authored,"It is also the reason chlorophyll is read twice, before and after acid: the acid makes the same change in the tube that grazing makes in the sea.",,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
btl_phaeopigment,3,wikipedia,Pheophytin,,https://en.wikipedia.org/wiki/Pheophytin,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chl_fluor,1,authored,"Every phytoplankter carries chlorophyll-a, so it is the standard measure of how much plant life the sunlit layer holds: the base of the food web the rest of the survey counts.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chl_fluor,2,authored,"The fluorometer reads a profile continuously where the bottles read a handful of depths, so it is what shows the shape of the chlorophyll maximum.",,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chl_fluor,3,authored,"Chlorophyll is what satellites see as ocean colour, and bottle chlorophyll like CalCOFI’s is among the ground truth their algorithms were fitted to.",oreilly1998,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chl_fluor,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chl_fluor,5,wikipedia,Chlorophyll a,,https://en.wikipedia.org/wiki/Chlorophyll_a,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
chl_fluor,6,wikipedia,Phytoplankton,,https://en.wikipedia.org/wiki/Phytoplankton,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_mean,1,authored,"Chlorophyll says how much plant life is there; the ¹⁴C incubation says how fast it is growing, and primary production is the term that connects the ocean’s plankton to the climate and to the fish.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_mean,2,authored,A dark bottle is incubated beside the lit ones so that whatever is taken up without light can be subtracted from the rest.,,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_mean,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_mean,4,wikipedia,Primary production,,https://en.wikipedia.org/wiki/Primary_production,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_dark,1,authored,"Chlorophyll says how much plant life is there; the ¹⁴C incubation says how fast it is growing, and primary production is the term that connects the ocean’s plankton to the climate and to the fish.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_dark,2,authored,"The dark bottle is the control: what it takes up is what the lit bottles did without light, and it is subtracted from them.",,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_dark,3,authored,A dark bottle is incubated beside the lit ones so that whatever is taken up without light can be subtracted from the rest.,,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_dark,4,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_dark,5,wikipedia,Primary production,,https://en.wikipedia.org/wiki/Primary_production,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
light_pct,1,authored,"Light is the other half of photosynthesis: how deep it reaches sets the bottom of the layer where anything can grow, and the water’s own plankton is what dims it.",morel1988,,,
light_pct,2,authored,"Each incubation tube is screened to a share of full sun, so the set of them reads the growth the water would manage at a set of depths.",,,,
light_pct,3,authored,Surface light and light at depth are measured together so a cast can be read as a fraction of that day’s sun rather than an absolute.,,,,
light_pct,4,wikipedia,Photosynthetically active radiation,,https://en.wikipedia.org/wiki/Photosynthetically_active_radiation,,
light_pct,5,wikipedia,Photic zone,,https://en.wikipedia.org/wiki/Photic_zone,,
c14_rep1,1,authored,"Chlorophyll says how much plant life is there; the ¹⁴C incubation says how fast it is growing, and primary production is the term that connects the ocean’s plankton to the climate and to the fish.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_rep1,2,authored,A dark bottle is incubated beside the lit ones so that whatever is taken up without light can be subtracted from the rest.,,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_rep1,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_rep1,4,wikipedia,Primary production,,https://en.wikipedia.org/wiki/Primary_production,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_rep2,1,authored,"Chlorophyll says how much plant life is there; the ¹⁴C incubation says how fast it is growing, and primary production is the term that connects the ocean’s plankton to the climate and to the fish.",chavez2011,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_rep2,2,authored,A dark bottle is incubated beside the lit ones so that whatever is taken up without light can be subtracted from the rest.,,,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_rep2,3,goos,Is the biomass of the ocean changing?,,https://goosocean.org/document/17474,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
c14_rep2,4,wikipedia,Primary production,,https://en.wikipedia.org/wiki/Primary_production,Phytoplankton biomass and diversity,https://goosocean.org/document/17507
par_surf,1,authored,"Light is the other half of photosynthesis: how deep it reaches sets the bottom of the layer where anything can grow, and the water’s own plankton is what dims it.",morel1988,,,
par_surf,2,authored,Surface light and light at depth are measured together so a cast can be read as a fraction of that day’s sun rather than an absolute.,,,,
par_surf,3,wikipedia,Photosynthetically active radiation,,https://en.wikipedia.org/wiki/Photosynthetically_active_radiation,,
par_surf,4,wikipedia,Photic zone,,https://en.wikipedia.org/wiki/Photic_zone,,
atm_pressure_mb,1,authored,"The North Pacific High is what sets the coastal wind, and how strong and how far north it sits in winter shapes the upwelling and the productivity of the season that follows.",schroeder2013,,,
atm_pressure_mb,2,authored,"Pressure at the ship is one point in that pattern; it is read against the basin-scale fields, not alone.",,,,
atm_pressure_mb,3,wikipedia,North Pacific High,,https://en.wikipedia.org/wiki/North_Pacific_High,,
wind_dir_deg,1,authored,"Only wind along the coast drives upwelling, and only in one direction, so the direction decides whether a given wind speed feeds the system or shuts it down.",jacox2018,,Surface wind,http://vocab.nerc.ac.uk/collection/A05/current/EV_WSPD/
wind_dir_deg,2,authored,A wind direction recorded relative to a moving ship is not the same as a wind direction over the ground.,,,Surface wind,http://vocab.nerc.ac.uk/collection/A05/current/EV_WSPD/
wind_dir_deg,3,wikipedia,Wind direction,,https://en.wikipedia.org/wiki/Wind_direction,Surface wind,http://vocab.nerc.ac.uk/collection/A05/current/EV_WSPD/
wind_dir_deg,4,wikipedia,Ekman transport,,https://en.wikipedia.org/wiki/Ekman_transport,Surface wind,http://vocab.nerc.ac.uk/collection/A05/current/EV_WSPD/
wind_speed_ms,1,authored,"Winds blowing toward the equator along the coast push surface water offshore and pull cold, nutrient-rich water up from below: the engine of the California Current’s productivity.",jacox2018,,Surface wind,http://vocab.nerc.ac.uk/collection/A05/current/EV_WSPD/
wind_speed_ms,2,authored,Wind also mixes the surface layer: a windy spell deepens the mixed layer and brings nutrients up even far from the coast.,,,Surface wind,http://vocab.nerc.ac.uk/collection/A05/current/EV_WSPD/
wind_speed_ms,3,wikipedia,Upwelling,,https://en.wikipedia.org/wiki/Upwelling,Surface wind,http://vocab.nerc.ac.uk/collection/A05/current/EV_WSPD/
wind_speed_ms,4,wikipedia,Beaufort scale,,https://en.wikipedia.org/wiki/Beaufort_scale,Surface wind,http://vocab.nerc.ac.uk/collection/A05/current/EV_WSPD/
air_temp_c,1,authored,"The difference between the air and the sea is what moves heat across the surface, and it was an unusually small loss of heat to the atmosphere that built the warm anomaly off this coast.",bond2015,,,
air_temp_c,2,authored,Air temperature at the mast is also the quickest check on a sea-surface reading taken beside it.,,,,
air_temp_c,3,wikipedia,Atmospheric temperature,,https://en.wikipedia.org/wiki/Atmospheric_temperature,,
rel_humidity_pct,1,authored,"Evaporation is the largest way the ocean loses heat, and how dry the air above it is drives that loss month by month across the North Pacific.",cayan1992,,,
rel_humidity_pct,2,authored,Humidity is needed with wind and air temperature to compute the heat the surface is losing at all.,,,,
rel_humidity_pct,3,wikipedia,Humidity,,https://en.wikipedia.org/wiki/Humidity,,
long_wave_rad,1,authored,"Sunlight in and heat radiated back out are two of the four terms in the ocean’s heat budget, and their anomalies are what warm or cool the surface layer over a season.",cayan1992,,,
long_wave_rad,2,authored,"Measured at the mast, they are also what a satellite product gets checked against.",,,,
long_wave_rad,3,wikipedia,Heat flux,,https://en.wikipedia.org/wiki/Heat_flux,,
long_wave_rad,4,wikipedia,Solar irradiance,,https://en.wikipedia.org/wiki/Solar_irradiance,,
short_wave_rad,1,authored,"Sunlight in and heat radiated back out are two of the four terms in the ocean’s heat budget, and their anomalies are what warm or cool the surface layer over a season.",cayan1992,,,
short_wave_rad,2,authored,"Measured at the mast, they are also what a satellite product gets checked against.",,,,
short_wave_rad,3,wikipedia,Heat flux,,https://en.wikipedia.org/wiki/Heat_flux,,
short_wave_rad,4,wikipedia,Solar irradiance,,https://en.wikipedia.org/wiki/Solar_irradiance,,
picoeukaryotes,1,authored,"Picoeukaryotes are the smallest of the plant plankton with a nucleus, and how much of the sunlit layer’s growth comes from cells this small decides how much of it ever reaches a fish.",chavez2011,,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
picoeukaryotes,2,authored,"They are counted in the same flow-cytometry run as the cyanobacteria, separated by their pigment fluorescence rather than by eye.",,,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
picoeukaryotes,3,wikipedia,Picoeukaryote,,https://en.wikipedia.org/wiki/Picoeukaryote,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
het_bacteria,1,authored,"Heterotrophic bacteria eat a large part of what the phytoplankton make, and the microbial loop they run is how some of that carbon gets back to the food web instead of sinking.",azam1983,,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
het_bacteria,2,authored,"Their abundance tracks how much organic matter the water is holding, so it is read beside chlorophyll, never alone.",,,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
het_bacteria,3,wikipedia,Bacterioplankton,,https://en.wikipedia.org/wiki/Bacterioplankton,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
het_bacteria,4,wikipedia,Microbial loop,,https://en.wikipedia.org/wiki/Microbial_loop,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
synechococcus,1,authored,"One of the most abundant photosynthesisers in the ocean and too small for any net: the survey sees it only by counting cells in a bottle of water, and cells like these fix a substantial share of the carbon at sea.",flombaum2013,,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
synechococcus,2,authored,"Where the water is warm and poor in nutrients the smallest cells win, so the picoplankton counts show the community shifting in warm years.",,,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
synechococcus,3,wikipedia,Synechococcus,,https://en.wikipedia.org/wiki/Synechococcus,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
synechococcus,4,wikipedia,Prochlorococcus,,https://en.wikipedia.org/wiki/Prochlorococcus,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
prochlorococcus,1,authored,"One of the most abundant photosynthesisers in the ocean and too small for any net: the survey sees it only by counting cells in a bottle of water, and cells like these fix a substantial share of the carbon at sea.",flombaum2013,,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
prochlorococcus,2,authored,"Where the water is warm and poor in nutrients the smallest cells win, so the picoplankton counts show the community shifting in warm years.",,,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
prochlorococcus,3,wikipedia,Synechococcus,,https://en.wikipedia.org/wiki/Synechococcus,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
prochlorococcus,4,wikipedia,Prochlorococcus,,https://en.wikipedia.org/wiki/Prochlorococcus,Microbe biomass and diversity (pilot),https://goosocean.org/document/36264
