netid,cruise_ymd,ctdcruise,cast_count,nline,nstation,stline,ststa,acline,acsta,rptline,rptsta,ctdlat,ctdlon,nlat,nlon,bottomdepth,date,time,nettime
43798,198502,,,91.7,79,,,,,,,,,31.49,-121.043333,,,,1985-02-28 11:07:00+00
43809,198502,,,92.5,71,,,,,,,,,31.618333,-120.408333,,,,1985-02-28 18:35:00+00
43988,198502,,,94.1,55,,,,,,,,,31.875,-119.14,,,,1985-03-07 22:45:00+00
43995,198502,,,94.1,48,,,,,,,,,32.106666,-118.666666,,,,1985-03-08 03:53:00+00
44245,198502,,,100,34,,,,,,,,,31.553333,-117.048333,,,,1985-03-13 13:08:00+00
44322,198502,,,103.3,35,,,,,,,,,30.948333,-116.743333,,,,1985-03-15 09:11:00+00
44323,198502,,,103.3,35,,,,,,,,,30.948333,-116.743333,,,,1985-03-15 09:11:00+00
44501,198502,198502,24007,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.225,-119.41,34.225,-119.41,36,1985-02-28,15:12:00,1985-02-28 15:24:00+00
44508,198502,198502,24010,80,55,80,55,80,55,80,55,34.318333,-120.8,34.318333,-120.8,820,1985-03-01,04:46:00,1985-03-01 05:50:00+00
44453,198502,198502,23983,90,120,90,120,90,120,90,120,30.416666,-124,30.416666,-124,4099,1985-02-23,22:59:00,1985-02-24 00:00:00+00
44422,198502,,,110,50,,,,,,,,,29.286666,-116.986666,,,,1985-03-17 21:05:00+00
44421,198502,,,110,50,,,,,,,,,29.286666,-116.986666,,,,1985-03-17 21:05:00+00
44399,198502,,,110,34,,,,,,,,,29.82,-115.93,,,,1985-03-17 10:55:00+00
44344,198502,,,105,39,,,,,,,,,30.52,-116.82,,,,1985-03-15 20:38:00+00
44343,198502,,,105,38,,,,,,,,,30.553333,-116.753333,,,,1985-03-15 20:10:00+00
44324,198502,,,103.3,35,,,,,,,,,30.948333,-116.743333,,,,1985-03-15 08:55:00+00
44232,198502,,,100,43,,,,,,,,,31.253333,-117.653333,,,,1985-03-13 06:40:00+00
44177,198502,,,98.3,31,,,,,,,,,31.946666,-117.035,,,,1985-03-11 22:30:00+00
44060,198502,,,95,72,,,,,,,,,31.151666,-120.178333,,,,1985-03-10 02:05:00+00
44057,198502,,,95,69,,,,,,,,,31.25,-119.976666,,,,1985-03-10 00:32:00+00
44056,198502,,,95,68,,,,,,,,,31.286666,-119.91,,,,1985-03-10 00:02:00+00
43952,198502,,,93.3,75,,,,,,,,,31.345,-120.581666,,,,1985-03-07 00:45:00+00
43951,198502,,,93.3,75,,,,,,,,,31.345,-120.581666,,,,1985-03-07 00:45:00+00
43950,198502,,,93.3,74,,,,,,,,,31.378333,-120.515,,,,1985-03-07 00:10:00+00
43949,198502,,,93.3,74,,,,,,,,,31.378333,-120.515,,,,1985-03-07 00:10:00+00
43835,198502,,,92.5,45,,,,,,,,,32.486666,-118.645,,,,1985-03-01 11:53:00+00
43803,198502,,,92.5,77,,,,,,,,,31.418333,-120.816666,,,,1985-02-28 14:46:00+00
43770,198502,,,91.7,51,,,,,,,,,32.426666,-119.141666,,,,1985-02-27 15:34:00+00
43753,198502,,,91.7,34,,,,,,,,,32.99,-117.986666,,,,1985-02-27 04:20:00+00
43738,198502,,,90.8,34,,,,,,,,,33.146666,-118.09,,,,1985-02-26 18:14:00+00
44456,198502,198502,23985,90,100,90,100,90,99.9,90,100,31.093333,-122.66,31.093333,-122.66,3897,1985-02-24,10:03:00,1985-02-24 10:25:00+00
44423,198502,,,110,50,,,,,,,,,29.286666,-116.986666,,,,1985-03-17 21:02:00+00
44419,198502,,,110,48,,,,,,,,,29.353333,-116.855,,,,1985-03-17 19:50:00+00
44383,198502,,,108.3,34,,,,,,,,,30.115,-116.12,,,,1985-03-16 19:34:00+00
44269,198502,,,101.7,43,,,,,,,,,30.958333,-117.46,,,,1985-03-14 02:35:00+00
44250,198502,,,100,30,,,,,,,,,31.686666,-116.776666,,,,1985-03-13 15:30:00+00
44249,198502,,,100,30,,,,,,,,,31.686666,-116.776666,,,,1985-03-13 15:30:00+00
44212,198502,,,100,57,,,,,,,,,30.786666,-118.591666,,,,1985-03-12 20:37:00+00
44193,198502,,,98.3,47,,,,,,,,,31.413333,-118.115,,,,1985-03-12 09:47:00+00
44150,198502,,,96.7,37,,,,,,,,,32.021666,-117.625,,,,1985-03-11 12:26:00+00
44149,198502,,,96.7,37,,,,,,,,,32.021666,-117.625,,,,1985-03-11 12:26:00+00
44148,198502,,,96.7,38,,,,,,,,,31.99,-117.69,,,,1985-03-11 11:58:00+00
44147,198502,,,96.7,38,,,,,,,,,31.99,-117.69,,,,1985-03-11 11:58:00+00
44112,198502,,,96.7,53,,,,,,,,,31.49,-118.703333,,,,1985-03-10 23:55:00+00
44111,198502,,,96.7,53,,,,,,,,,31.49,-118.703333,,,,1985-03-10 23:55:00+00
44041,198502,,,95,53,,,,,,,,,31.783333,-118.898333,,,,1985-03-09 15:49:00+00
44009,198502,,,94.1,34,,,,,,,,,32.575,-117.715,,,,1985-03-08 13:57:00+00
43976,198502,,,94.1,67,,,,,,,,,31.475,-119.951666,,,,1985-03-07 15:19:00+00
43736,198502,,,90.8,36,,,,,,,,,33.08,-118.226666,,,,1985-02-26 17:01:00+00
43705,198502,,,90.8,67,,,,,,,,,32.046666,-120.34,,,,1985-02-25 17:53:00+00
43485,198502,,,85,44,,,,,,,,,33.816666,-119.448333,,,,1985-02-06 09:05:00+00
43478,198502,,,84.1,42,,,,,,,,,34.04,-119.415,,,,1985-02-06 01:22:00+00
43406,198502,,,81.7,54,,,,,,,,,34.055,-120.53,,,,1985-02-04 02:45:00+00
43381,198502,,,80.8,63,,,,,,,,,33.911666,-121.261666,,,,1985-02-03 09:05:00+00
43338,198502,,,78.3,52,,,,,,,,,34.711666,-120.796666,,,,1985-02-02 15:15:00+00
43320,198502,,,71.7,62,,,,,,,,,35.521666,-122.298333,,,,1985-02-01 14:45:00+00
43313,198502,,,73.3,60,,,,,,,,,35.31,-121.961666,,,,1985-02-01 07:23:00+00
43295,198502,,,75,55,,,,,,,,,35.183333,-121.403333,,,,1985-01-31 17:25:00+00
43322,198502,,,71.7,60,,,,,,,,,35.588333,-122.156666,,,,1985-02-01 16:00:00+00
43326,198502,,,71.7,56,,,,,,,,,35.721666,-121.873333,,,,1985-02-01 18:10:00+00
43407,198502,,,81.7,55,,,,,,,,,34.021666,-120.6,,,,1985-02-04 04:15:00+00
43425,198502,,,82.5,47,,,,,,,,,34.15,-119.95,,,,1985-02-04 18:15:00+00
43490,198502,,,85,49,,,,,,,,,33.65,-119.793333,,,,1985-02-06 12:05:00+00
43525,198502,198502,23996,86.7,35,86.7,35,86.7,35,86.7,35,33.823333,-118.628333,33.823333,-118.628333,593,1985-02-26,16:22:00,1985-02-07 12:55:00+00
43526,198502,198502,23996,86.7,35,86.7,35,86.7,35,86.7,35,33.823333,-118.628333,33.823333,-118.628333,593,1985-02-26,16:22:00,1985-02-07 12:55:00+00
43558,198502,,,86.7,52,,,,,,,,,33.256666,-119.8,,,,1985-02-07 22:45:00+00
43557,198502,,,86.7,52,,,,,,,,,33.256666,-119.8,,,,1985-02-07 22:45:00+00
43528,198502,,,86.7,37,,,,,,,,,33.756666,-118.766666,,,,1985-02-07 13:47:00+00
43527,198502,,,86.7,37,,,,,,,,,33.756666,-118.766666,,,,1985-02-07 13:47:00+00
43427,198502,,,82.5,43,,,,,,,,,34.283333,-119.671666,,,,1985-02-04 20:20:00+00
43424,198502,,,82.5,48,,,,,,,,,34.116666,-120.018333,,,,1985-02-04 17:45:00+00
43410,198502,,,81.7,58,,,,,,,,,33.921666,-120.806666,,,,1985-02-04 07:05:00+00
43373,198502,,,80,67,,,,,,,,,33.916666,-121.635,,,,1985-02-03 04:40:00+00
43372,198502,,,80,67,,,,,,,,,33.916666,-121.635,,,,1985-02-03 04:40:00+00
43256,198502,,,76.7,54,,,,,,,,,34.921666,-121.128333,,,,1985-01-30 01:05:00+00
44039,198502,,,95,51,,,,,,,,,31.853333,-118.765,,,,1985-03-09 14:47:00+00
44159,198502,,,96.7,33,,,,,,,,,32.153333,-117.351666,,,,1985-03-11 15:40:00+00
44160,198502,,,96.7,33,,,,,,,,,32.153333,-117.351666,,,,1985-03-11 15:40:00+00
44206,198502,,,98.3,60,,,,,,,,,30.98,-118.988333,,,,1985-03-12 16:45:00+00
44219,198502,,,100,52,,,,,,,,,30.953333,-118.256666,,,,1985-03-12 23:48:00+00
44248,198502,,,100,31,,,,,,,,,31.653333,-116.845,,,,1985-03-13 14:44:00+00
44257,198502,,,101.7,31,,,,,,,,,31.358333,-116.653333,,,,1985-03-13 20:10:00+00
44290,198502,,,103.3,59,,,,,,,,,30.148333,-118.345,,,,1985-03-14 16:24:00+00
44340,198502,,,105,35,,,,,,,,,30.653333,-116.553333,,,,1985-03-15 18:26:00+00
44443,198502,198502,23978,93.3,80,93.3,80,93.3,79.6,93.3,80,31.2,-120.901666,31.2,-120.901666,3804,1985-02-22,15:49:00,1985-02-22 16:57:00+00
44443,198502,198502,24026,93.3,80,93.3,80,93.3,79.6,93.3,80,31.2,-120.901666,31.2,-120.901666,3804,1985-02-22,18:53:00,1985-02-22 16:57:00+00
43574,198502,,,87.5,46,,,,,,,,,33.318333,-119.295,,,,1985-02-08 11:07:00+00
43675,198502,,,90,56,,,,,,,,,32.553333,-119.685,,,,1985-02-25 03:00:00+00
43676,198502,,,90,56,,,,,,,,,32.553333,-119.685,,,,1985-02-25 03:00:00+00
43679,198502,,,90,58,,,,,,,,,32.485,-119.823333,,,,1985-02-25 05:00:00+00
43680,198502,,,90,58,,,,,,,,,32.485,-119.823333,,,,1985-02-25 05:00:00+00
43714,198502,,,90.8,58,,,,,,,,,32.346666,-119.728333,,,,1985-02-25 23:50:00+00
43784,198502,,,91.7,65,,,,,,,,,31.956666,-120.098333,,,,1985-02-27 23:58:00+00
43823,198502,,,92.5,57,,,,,,,,,32.085,-119.463333,,,,1985-03-01 02:47:00+00
43970,198502,,,94.1,73,,,,,,,,,31.275,-120.353333,,,,1985-03-07 11:31:00+00
44226,198502,,,100,47,,,,,,,,,31.123333,-117.921666,,,,1985-03-13 03:50:00+00
44228,198502,,,100,45,,,,,,,,,31.186666,-117.786666,,,,1985-03-13 05:15:00+00
44229,198502,,,100,45,,,,,,,,,31.186666,-117.786666,,,,1985-03-13 05:15:00+00
44272,198502,,,101.7,46,,,,,,,,,30.858333,-117.66,,,,1985-03-14 05:27:00+00
44377,198502,,,106.7,32,,,,,,,,,30.458333,-116.163333,,,,1985-03-16 14:41:00+00
44380,198502,,,106.7,31,,,,,,,,,30.491666,-116.096666,,,,1985-03-16 16:11:00+00
44413,198502,,,110,44,,,,,,,,,29.486666,-116.591666,,,,1985-03-17 17:12:00+00
44517,198502,198502,24021,76.7,55,76.7,55,76.7,55.1,76.7,55,34.886666,-121.203333,34.886666,-121.203333,550,1985-03-05,00:34:00,1985-03-04 23:00:00+00
43282,198502,,,76.7,66,,,,,,,,,34.521666,-121.966666,,,,1985-01-31 04:50:00+00
43331,198502,,,71.7,51,,,,,,,,,35.888333,-121.52,,,,1985-02-01 20:55:00+00
43402,198502,,,81.7,50,,,,,,,,,34.188333,-120.253333,,,,1985-02-04 00:00:00+00
43573,198502,,,87.5,47,,,,,,,,,33.285,-119.363333,,,,1985-02-08 10:30:00+00
43493,198502,,,85,52,,,,,,,,,33.55,-120.001666,,,,1985-02-06 14:15:00+00
43403,198502,,,81.7,51,,,,,,,,,34.155,-120.321666,,,,1985-02-04 00:50:00+00
43371,198502,,,80,66,,,,,,,,,33.95,-121.566666,,,,1985-02-03 04:05:00+00
43370,198502,,,80,66,,,,,,,,,33.95,-121.566666,,,,1985-02-03 04:05:00+00
43253,198502,198502,24022,76.7,51,76.7,51,76.7,51,76.7,51,35.021666,-120.916666,35.021666,-120.918333,228,1985-03-05,04:16:00,1985-01-29 23:20:00+00
43590,198502,,,88.3,36,,,,,,,,,33.511666,-118.513333,,,,1985-02-09 11:15:00+00
43603,198502,,,88.3,50,,,,,,,,,33.045,-119.476666,,,,1985-02-09 20:25:00+00
43605,198502,,,89.1,49,,,,,,,,,32.94,-119.313333,,,,1985-02-09 23:50:00+00
43620,198502,,,89.1,33,,,,,,,,,33.473333,-118.215,,,,1985-02-24 04:10:00+00
43655,198502,,,90,46,,,,,,,,,32.885,-119.003333,,,,1985-02-24 19:48:00+00
43656,198502,,,90,46,,,,,,,,,32.885,-119.003333,,,,1985-02-24 19:48:00+00
43713,198502,,,90.8,59,,,,,,,,,32.315,-119.76,,,,1985-02-25 23:25:00+00
43762,198502,,,91.7,43,,,,,,,,,32.69,-118.601666,,,,1985-02-27 10:46:00+00
43847,198502,,,92.5,33,,,,,,,,,32.885,-117.826666,,,,1985-03-01 21:40:00+00
44018,198502,,,95,30,,,,,,,,,32.551666,-117.338333,,,,1985-03-09 01:35:00+00
44031,198502,,,95,43,,,,,,,,,32.118333,-118.223333,,,,1985-03-09 10:30:00+00
44035,198502,,,95,47,,,,,,,,,31.986666,-118.493333,,,,1985-03-09 12:38:00+00
44133,198502,,,96.7,44,,,,,,,,,31.79,-118.096666,,,,1985-03-11 08:10:00+00
44134,198502,,,96.7,44,,,,,,,,,31.79,-118.096666,,,,1985-03-11 08:10:00+00
44188,198502,,,98.3,42,,,,,,,,,31.58,-117.778333,,,,1985-03-12 05:52:00+00
44201,198502,,,98.3,55,,,,,,,,,31.14,-118.661666,,,,1985-03-12 14:04:00+00
44260,198502,,,101.7,34,,,,,,,,,31.258333,-116.855,,,,1985-03-13 21:55:00+00
44298,198502,,,103.3,53,,,,,,,,,30.348333,-117.945,,,,1985-03-14 20:13:00+00
44315,198502,,,103.3,40,,,,,,,,,30.781666,-117.078333,,,,1985-03-15 05:25:00+00
44316,198502,,,103.3,40,,,,,,,,,30.781666,-117.078333,,,,1985-03-15 05:25:00+00
44373,198502,,,106.7,34,,,,,,,,,30.391666,-116.296666,,,,1985-03-16 13:38:00+00
44390,198502,,,108.3,41,,,,,,,,,29.881666,-116.583333,,,,1985-03-17 00:00:00+00
44429,198502,198502,23971,93.3,30,93.3,30,93.3,30,93.3,30,32.845,-117.533333,32.845,-117.533333,837,1985-02-20,02:37:00,1985-02-20 04:19:00+00
44463,198502,198502,23988,90,70,90,70,90,70.1,90,70,32.086666,-120.645,32.086666,-120.645,3752,1985-02-25,04:35:00,1985-02-25 05:38:00+00
44478,198502,198502,24024,86.7,33,86.7,33,86.7,33,86.7,33,33.888333,-118.488333,33.888333,-118.488333,61,1985-02-26,14:06:00,1985-02-26 14:48:00+00
43708,198502,,,90.8,64,,,,,,,,,32.146666,-120.136666,,,,1985-02-25 19:48:00+00
43715,198502,,,90.8,57,,,,,,,,,32.38,-119.663333,,,,1985-02-26 00:25:00+00
43726,198502,,,90.8,46,,,,,,,,,32.746666,-118.911666,,,,1985-02-26 09:29:00+00
43751,198502,,,91.7,32,,,,,,,,,33.056666,-117.846666,,,,1985-02-27 02:30:00+00
44030,198502,,,95,42,,,,,,,,,32.151666,-118.155,,,,1985-03-09 09:57:00+00
44037,198502,,,95,49,,,,,,,,,31.918333,-118.628333,,,,1985-03-09 13:36:00+00
44190,198502,,,98.3,44,,,,,,,,,31.513333,-117.913333,,,,1985-03-12 07:50:00+00
44292,198502,,,103.3,57,,,,,,,,,30.215,-118.211666,,,,1985-03-14 17:28:00+00
44378,198502,,,106.7,31,,,,,,,,,30.491666,-116.096666,,,,1985-03-16 15:45:00+00
44379,198502,,,106.7,31,,,,,,,,,30.491666,-116.096666,,,,1985-03-16 15:45:00+00
44452,198502,198502,23983,90,120,90,120,90,120,90,120,30.416666,-124,30.416666,-124,4099,1985-02-23,22:59:00,1985-02-23 23:25:00+00
44477,198502,198502,24024,86.7,33,86.7,33,86.7,33,86.7,33,33.888333,-118.488333,33.888333,-118.488333,61,1985-02-26,14:06:00,1985-02-26 14:25:00+00
44516,198502,198502,24020,76.7,60,76.7,60,76.7,60,76.7,60,34.726666,-121.553333,34.726666,-121.553333,952,1985-03-04,20:56:00,1985-03-04 19:20:00+00
44516,198502,198502,24035,76.7,60,76.7,60,76.7,60,76.7,60,34.726666,-121.553333,34.726666,-121.553333,952,1985-03-04,19:14:00,1985-03-04 19:20:00+00
43312,198502,,,73.3,59,,,,,,,,,35.343333,-121.891666,,,,1985-02-01 06:55:00+00
43389,198502,,,80.8,55,,,,,,,,,34.178333,-120.706666,,,,1985-02-03 14:00:00+00
43423,198502,,,82.5,49,,,,,,,,,34.083333,-120.088333,,,,1985-02-04 17:15:00+00
43422,198502,,,82.5,50,,,,,,,,,34.05,-120.158333,,,,1985-02-04 16:45:00+00
43602,198502,,,88.3,49,,,,,,,,,33.078333,-119.406666,,,,1985-02-09 19:30:00+00
44216,198502,,,100,55,,,,,,,,,30.856666,-118.455,,,,1985-03-12 21:35:00+00
44104,198502,,,96.7,56,,,,,,,,,31.39,-118.905,,,,1985-03-10 21:45:00+00
43291,198502,,,75,59,,,,,,,,,35.05,-121.685,,,,1985-01-31 14:35:00+00
44081,198502,,,96.7,65,,,,,,,,,31.088333,-119.508333,,,,1985-03-10 15:50:00+00
44042,198502,,,95,54,,,,,,,,,31.751666,-118.968333,,,,1985-03-09 16:19:00+00
44481,198502,198502,23997,86.7,40,86.7,40,86.7,40,86.7,40,33.655,-118.973333,33.655,-118.973333,864,1985-02-26,20:17:00,1985-02-26 20:40:00+00
44103,198502,,,96.7,56,,,,,,,,,31.39,-118.905,,,,1985-03-10 21:45:00+00
43905,198502,,,93.3,52,,,,,,,,,32.113333,-119.03,,,,1985-03-02 21:50:00+00
43906,198502,,,93.3,52,,,,,,,,,32.113333,-119.03,,,,1985-03-02 21:50:00+00
43935,198502,,,93.3,67,,,,,,,,,31.613333,-120.045,,,,1985-03-06 19:38:00+00
43936,198502,,,93.3,67,,,,,,,,,31.613333,-120.045,,,,1985-03-06 19:38:00+00
44032,198502,,,95,44,,,,,,,,,32.085,-118.291666,,,,1985-03-09 11:02:00+00
44097,198502,,,96.7,59,,,,,,,,,31.29,-119.106666,,,,1985-03-10 20:07:00+00
44098,198502,,,96.7,59,,,,,,,,,31.29,-119.106666,,,,1985-03-10 20:07:00+00
44054,198502,,,95,66,,,,,,,,,31.351666,-119.776666,,,,1985-03-09 23:07:00+00
43739,198502,,,90.8,33,,,,,,,,,33.18,-118.021666,,,,1985-02-26 18:47:00+00
44185,198502,,,98.3,39,,,,,,,,,31.68,-117.575,,,,1985-03-12 02:35:00+00
44204,198502,,,98.3,58,,,,,,,,,31.046666,-118.868333,,,,1985-03-12 15:40:00+00
44259,198502,,,101.7,33,,,,,,,,,31.291666,-116.788333,,,,1985-03-13 21:25:00+00
44317,198502,,,103.3,40,,,,,,,,,30.781666,-117.078333,,,,1985-03-15 05:10:00+00
44335,198502,,,105,30,,,,,,,,,30.82,-116.22,,,,1985-03-15 16:03:00+00
44372,198502,,,106.7,35,,,,,,,,,30.358333,-116.361666,,,,1985-03-16 12:34:00+00
44266,198502,,,101.7,40,,,,,,,,,31.058333,-117.258333,,,,1985-03-14 01:00:00+00
44209,198502,,,100,60,,,,,,,,,30.686666,-118.786666,,,,1985-03-12 18:36:00+00
44428,198502,198502,23971,93.3,30,93.3,30,93.3,30,93.3,30,32.845,-117.533333,32.845,-117.533333,837,1985-02-20,02:37:00,1985-02-20 03:43:00+00
43994,198502,,,94.1,49,,,,,,,,,32.075,-118.735,,,,1985-03-08 02:33:00+00
44462,198502,198502,23988,90,70,90,70,90,70.1,90,70,32.086666,-120.645,32.086666,-120.645,3752,1985-02-25,04:35:00,1985-02-25 05:05:00+00
44513,198502,198502,24014,80,90,80,90,80,90.1,80,90,33.148333,-123.226666,33.148333,-123.226666,4350,1985-03-02,00:16:00,1985-03-02 00:45:00+00
43772,198502,,,91.7,53,,,,,,,,,32.356666,-119.283333,,,,1985-02-27 16:45:00+00
43819,198502,,,92.5,61,,,,,,,,,31.951666,-119.735,,,,1985-03-01 00:35:00+00
43883,198502,,,93.3,41,,,,,,,,,32.483333,-118.28,,,,1985-03-02 14:22:00+00
43884,198502,,,93.3,41,,,,,,,,,32.483333,-118.28,,,,1985-03-02 14:22:00+00
43953,198502,,,93.3,76,,,,,,,,,31.313333,-120.648333,,,,1985-03-07 01:25:00+00
43954,198502,,,93.3,76,,,,,,,,,31.313333,-120.648333,,,,1985-03-07 01:25:00+00
43973,198502,,,94.1,70,,,,,,,,,31.375,-120.151666,,,,1985-03-07 13:35:00+00
43967,198502,,,94.1,76,,,,,,,,,31.175,-120.555,,,,1985-03-07 09:29:00+00
43405,198502,,,81.7,53,,,,,,,,,34.088333,-120.46,,,,1985-02-04 02:20:00+00
43296,198502,,,75,54,,,,,,,,,35.216666,-121.333333,,,,1985-01-31 17:55:00+00
43294,198502,,,75,56,,,,,,,,,35.15,-121.473333,,,,1985-01-31 16:35:00+00
43262,198502,198502,24035,76.7,60,76.7,60,76.7,60,76.7,60,34.726666,-121.553333,34.721666,-121.548333,952,1985-03-04,19:14:00,1985-01-30 09:20:00+00
44314,198502,,,103.3,41,,,,,,,,,30.748333,-117.145,,,,1985-03-15 03:58:00+00
43825,198502,,,92.5,55,,,,,,,,,32.151666,-119.326666,,,,1985-03-01 04:50:00+00
44176,198502,,,98.3,30,,,,,,,,,31.98,-116.968333,,,,1985-03-11 21:55:00+00
44179,198502,,,98.3,33,,,,,,,,,31.876666,-117.178333,,,,1985-03-11 23:35:00+00
44194,198502,,,98.3,48,,,,,,,,,31.38,-118.183333,,,,1985-03-12 10:18:00+00
44382,198502,,,108.3,33,,,,,,,,,30.148333,-116.053333,,,,1985-03-16 18:54:00+00
44505,198502,198502,24009,80,51,80,51,80,51,80,51,34.45,-120.525,34.45,-120.525,75,1985-03-01,01:46:00,1985-03-01 02:00:00+00
44520,198502,198502,24022,76.7,51,76.7,51,76.7,51,76.7,51,35.021666,-120.916666,35.021666,-120.916666,228,1985-03-05,04:16:00,1985-03-05 03:07:00+00
43712,198502,,,90.8,60,,,,,,,,,32.28,-119.865,,,,1985-02-25 22:40:00+00
43744,198502,,,90.8,28,,,,,,,,,33.346666,-117.676666,,,,1985-02-26 21:37:00+00
43810,198502,,,92.5,70,,,,,,,,,31.651666,-120.341666,,,,1985-02-28 19:13:00+00
44291,198502,,,103.3,58,,,,,,,,,30.181666,-118.278333,,,,1985-03-14 16:56:00+00
44283,198502,,,101.7,57,,,,,,,,,30.491666,-118.395,,,,1985-03-14 11:42:00+00
44258,198502,,,101.7,32,,,,,,,,,31.325,-116.721666,,,,1985-03-13 20:52:00+00
43409,198502,,,81.7,57,,,,,,,,,33.955,-120.738333,,,,1985-02-04 06:25:00+00
43345,198502,,,80,53,,,,,,,,,34.383333,-120.663333,,,,1985-02-02 19:25:00+00
43344,198502,,,80,53,,,,,,,,,34.383333,-120.663333,,,,1985-02-02 19:25:00+00
43820,198502,,,92.5,60,,,,,,,,,31.985,-119.665,,,,1985-03-01 01:07:00+00
43735,198502,,,90.8,37,,,,,,,,,33.046666,-118.295,,,,1985-02-26 16:27:00+00
44182,198502,,,98.3,36,,,,,,,,,31.78,-117.373333,,,,1985-03-12 01:08:00+00
44243,198502,,,100,35,,,,,,,,,31.52,-117.115,,,,1985-03-13 12:00:00+00
44242,198502,,,100,35,,,,,,,,,31.52,-117.115,,,,1985-03-13 12:00:00+00
44186,198502,,,98.3,40,,,,,,,,,31.646666,-117.643333,,,,1985-03-12 03:48:00+00
44481,198502,198502,24030,86.7,40,86.7,40,86.7,40,86.7,40,33.655,-118.973333,33.655,-118.973333,864,1985-02-26,19:30:00,1985-02-26 20:40:00+00
43632,198502,,,90,34,,,,,,,,,33.285,-118.181666,,,,1985-02-24 12:17:00+00
43631,198502,,,90,34,,,,,,,,,33.285,-118.181666,,,,1985-02-24 12:17:00+00
43692,198502,,,90,64,,,,,,,,,32.285,-120.231666,,,,1985-02-25 11:10:00+00
43691,198502,,,90,64,,,,,,,,,32.285,-120.231666,,,,1985-02-25 11:10:00+00
43562,198502,,,86.7,54,,,,,,,,,33.19,-119.938333,,,,1985-02-08 00:35:00+00
43561,198502,,,86.7,54,,,,,,,,,33.19,-119.938333,,,,1985-02-08 00:35:00+00
43393,198502,,,80.8,50,,,,,,,,,34.345,-120.36,,,,1985-02-03 16:50:00+00
43376,198502,,,80.8,68,,,,,,,,,33.745,-121.608333,,,,1985-02-03 06:25:00+00
44466,198502,198502,23990,90,53,90,53,90,53,90,53,32.653333,-119.481666,32.653333,-119.481666,1317,1985-02-25,14:04:00,1985-02-25 15:10:00+00
44313,198502,,,103.3,42,,,,,,,,,30.713333,-117.211666,,,,1985-03-15 03:30:00+00
43612,198502,,,89.1,42,,,,,,,,,33.173333,-118.833333,,,,1985-02-10 05:05:00+00
43290,198502,,,75,60,,,,,,,,,35.016666,-121.755,,,,1985-01-31 13:50:00+00
43276,198502,,,78.3,69,,,,,,,,,34.145,-121.981666,,,,1985-01-30 22:00:00+00
43258,198502,,,76.7,56,,,,,,,,,34.855,-121.268333,,,,1985-01-30 04:35:00+00
44431,198502,198502,23972,93.3,35,93.3,35,93.3,35.1,93.3,35,32.675,-117.875,32.675,-117.875,586,1985-02-20,07:22:00,1985-02-20 09:05:00+00
44410,198502,,,110,41,,,,,,,,,29.586666,-116.396666,,,,1985-03-17 15:51:00+00
44392,198502,,,108.3,43,,,,,,,,,29.815,-116.715,,,,1985-03-17 00:58:00+00
44371,198502,,,106.7,35,,,,,,,,,30.358333,-116.361666,,,,1985-03-16 12:40:00+00
44370,198502,,,106.7,35,,,,,,,,,30.358333,-116.361666,,,,1985-03-16 12:40:00+00
44519,198502,198502,24022,76.7,51,76.7,51,76.7,51,76.7,51,35.021666,-120.916666,35.021666,-120.916666,228,1985-03-05,04:16:00,1985-03-05 02:35:00+00
44418,198502,,,110,47,,,,,,,,,29.386666,-116.79,,,,1985-03-17 19:23:00+00
44028,198502,,,95,40,,,,,,,,,32.218333,-118.02,,,,1985-03-09 08:50:00+00
44053,198502,,,95,65,,,,,,,,,31.385,-119.71,,,,1985-03-09 22:28:00+00
44096,198502,,,96.7,60,,,,,,,,,31.256666,-119.175,,,,1985-03-10 18:54:00+00
44264,198502,,,101.7,38,,,,,,,,,31.125,-117.123333,,,,1985-03-14 00:00:00+00
44387,198502,,,108.3,38,,,,,,,,,29.981666,-116.385,,,,1985-03-16 22:25:00+00
44312,198502,,,103.3,43,,,,,,,,,30.68,-117.278333,,,,1985-03-15 02:15:00+00
44274,198502,,,101.7,48,,,,,,,,,30.791666,-117.795,,,,1985-03-14 07:08:00+00
44191,198502,,,98.3,45,,,,,,,,,31.48,-117.98,,,,1985-03-12 08:35:00+00
44013,198502,,,94.1,30,,,,,,,,,32.708333,-117.44,,,,1985-03-08 16:41:00+00
43860,198502,198502,23970,93.3,29,93.3,29,93.3,29,93.3,29,32.886666,-117.466666,32.89,-117.465,637,1985-02-19,23:53:00,1985-03-02 04:47:00+00
43859,198502,198502,23970,93.3,29,93.3,29,93.3,29,93.3,29,32.886666,-117.466666,32.89,-117.465,637,1985-02-19,23:53:00,1985-03-02 04:47:00+00
43759,198502,,,91.7,40,,,,,,,,,32.79,-118.396666,,,,1985-02-27 08:59:00+00
43725,198502,,,90.8,47,,,,,,,,,32.713333,-118.98,,,,1985-02-26 08:55:00+00
43610,198502,,,89.1,44,,,,,,,,,33.106666,-118.975,,,,1985-02-10 04:00:00+00
43916,198502,,,93.3,57,,,,,,,,,31.945,-119.366666,,,,1985-03-03 00:58:00+00
43915,198502,,,93.3,57,,,,,,,,,31.945,-119.366666,,,,1985-03-03 00:58:00+00
43303,198502,,,73.3,50,,,,,,,,,35.643333,-121.255,,,,1985-02-01 00:30:00+00
