"query_name","query_type","ok","error","sql"
"QC - BottomDepthCheck_AllValues","SELECT",TRUE,"","SELECT Cast.Cruise, Cast.Cst_Cnt, Cast.Bottom_D, Cast.DbSta_ID, CurrentStations.Sta_ID, CurrentStations.Avg_Depth
FROM Cast INNER JOIN CurrentStations ON Cast.Sta_ID = CurrentStations.Sta_ID
GROUP BY Cast.Cruise, Cast.Cst_Cnt, Cast.Bottom_D, Cast.DbSta_ID, CurrentStations.Sta_ID, CurrentStations.Avg_Depth, Cast.Sta_Code, Cast.Year, Cast.St_Line
HAVING (((Cast.Cruise)=202111) AND ((Cast.Sta_Code)=""st"" Or (Cast.Sta_Code)=""sco""))
ORDER BY Cast.DbSta_ID;"
"QC - CharLengthBottle","SELECT",TRUE,"","SELECT *
FROM Bottle
WHERE (((Len([Depth_ID]))>38));"
"QC-DIC_Btl_CntComp","SELECT",TRUE,"","SELECT Bottle.Btl_Cnt, Bottle.Depth_ID, DICs.Btl_Cnt, DICs.Depth_ID, DICs.Cruise, Abs(Mid([Bottle]![Depth_ID],32,4)-Mid([DICs]![Depth_ID],32,4)) AS DepthID_Compare, [DICs]![StaPr]-Abs(Mid([Bottle].[Depth_ID],32,4)) AS [DIC_StaPr-Btl_DepthID_Depth], [DICs]![StaPr]-[Bottle]![Depthm] AS [DIC_StaPres-Btl_Depthm], [DICs]![Salinity1]-[Bottle]![Salnty] AS SalComp, DICs.Salinity1, Bottle.Salnty, DICs.TA1, DICs.Comments
FROM Bottle INNER JOIN DICs ON Bottle.Btl_Cnt = DICs.Btl_Cnt
WHERE (((DICs.Cruise)=201407));"
"QC-DIC_DepthComp","SELECT",TRUE,"","SELECT DICs.Cruise, Abs([StaPr]-[Depthm]) AS depth_Comp, DICs.Depth_ID, DICs.Depthm, DICs.StaPr, DICs.Btl_Cnt
FROM DICs
WHERE (((DICs.Cruise)=201501));"
"QC-DIC_DepthIDComp","SELECT",TRUE,"","SELECT Abs(Mid([DICs].[Depth_ID],33,3))-Abs(Mid([Bottle].[Depth_ID],33,3)) AS Depth_ID_Compare
FROM DICs INNER JOIN Bottle ON DICs.Btl_Cnt = Bottle.Btl_Cnt;"
"QC-DIC_Depth_Sal","SELECT",TRUE,"","SELECT Abs(Mid([Depth_ID],33,3)-([D_Depth1])) AS Depth_ID_Compare, [0808DIC_DB].Depth_ID AS Depth_ID, Abs([StaSalt]-[Salinity1]) AS sal_comp, [0808DIC_DB].StaSalt AS StaSalnty, [0808DIC_DB].Salinity1 AS DIC_Salnty, [0808DIC_DB].Ord_Occ, [0808DIC_DB].Bottle_ID, [0808DIC_DB].Bottle_ID2, [0808DIC_DB].Btl_Cnt, [0808DIC_DB].ID, [0808DIC_DB].StaSalt
FROM 0808DIC_DB
WHERE ((([0808DIC_DB].StaSalt) Is Not Null));"
"QC_CharLengthCast","SELECT",TRUE,"","SELECT *
FROM Cast
WHERE (((Len([Cast_ID]))<30));"
"QC_DIC_Oxy_um-Kg","SELECT",TRUE,"","SELECT Bottle.Depth_ID, Bottle.Sta_ID, DICs.DIC1, DICs.DIC2, DICs.TA1, DICs.TA2, DICs.Cruise, DICs.Salinity1, DICs.Salinity2, Bottle.Salnty, Bottle.[Oxy_µmol/Kg], DICs.Bottle_ID1
FROM Cast INNER JOIN (Bottle INNER JOIN DICs ON Bottle.Btl_Cnt = DICs.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((DICs.Cruise)=201507))
ORDER BY Bottle.Depthm;"
"QC_Weather","SELECT",TRUE,"","SELECT Cast.Cruise, Cast.Sta_ID, Weather.Wave_Dir, Weather.Wave_Ht, Weather.Wave_Prd, Weather.Wind_Dir, Weather.Wind_Spd, Weather.Barometer, Weather.Dry_T, Weather.Wet_T, Weather.Wea, Weather.Cloud_Typ, Weather.Cloud_Amt, Weather.Visibility, Weather.Secchi, Cast.Order_Occ
FROM Cast INNER JOIN Weather ON Cast.Cst_Cnt = Weather.Cst_Cnt
WHERE (((Cast.Cruise)=201207));"
"Query2","UPDATE",TRUE,"","UPDATE [1407Add2DB-cast]
SET [1407Add2DB-cast].Lon_Deg = [1407Add2DB-cast].[Lon_Deg]*-1;"
"Query_MinMax","SELECT",TRUE,"","SELECT Cast.Cruise, Min(Bottle.Salnty) AS MinOfSalnty, Max(Bottle.Salnty) AS MaxOfSalnty, Min(Bottle.O2ml_L) AS MinOfO2ml_L, Max(Bottle.O2ml_L) AS MaxOfO2ml_L, Min(Nuts.PO4uM) AS MinOfPO4ug, Max(Nuts.PO4uM) AS MaxOfPO4ug, Min(Nuts.SiO3uM) AS MinOfSiO3ug, Max(Nuts.SiO3uM) AS MaxOfSiO3ug, Min(Nuts.NO2uM) AS MinOfNO2ug, Max(Nuts.NO2uM) AS MaxOfNO2ug, Min(Nuts.NO3uM) AS MinOfNO3ug, Max(Nuts.NO3uM) AS MaxOfNO3ug, Min(Nuts.NH3uM) AS MinOfNH3ug, Max(Nuts.NH3uM) AS MaxOfNH3ug, Min(Chl.ChlorA) AS MinOfChlorA, Max(Chl.ChlorA) AS MaxOfChlorA, Min(Chl.Phaeop) AS MinOfPhaeop, Max(Chl.Phaeop) AS MaxOfPhaeop
FROM Cast INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) LEFT JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
GROUP BY Cast.Cruise
HAVING (((Cast.Cruise)>198310))
ORDER BY Cast.Cruise, Max(Bottle.Salnty), Min(Bottle.O2ml_L), Max(Bottle.O2ml_L), Min(Nuts.PO4uM), Max(Nuts.PO4uM), Min(Nuts.SiO3uM), Max(Nuts.SiO3uM), Min(Nuts.NO2uM), Max(Nuts.NO2uM), Min(Nuts.NO3uM), Max(Nuts.NO3uM), Min(Nuts.NH3uM), Max(Nuts.NH3uM), Min(Chl.ChlorA), Max(Chl.ChlorA), Min(Chl.Phaeop), Max(Chl.Phaeop);"
"RS Deep basin O2","SELECT",TRUE,"","SELECT Cast.Year, Cast.Month, Cast.St_Line, Cast.St_Station, Bottle.Depthm, Bottle.T_degC, Bottle.Salnty, Bottle.O2ml_L, Bottle.BtlNum
FROM Cruises INNER JOIN (Cast INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cast.St_Line)=86.7) AND ((Cast.St_Station)=40) AND ((Bottle.BtlNum)=1)) OR (((Cast.St_Line)=81.8) AND ((Cast.St_Station)=46.9) AND ((Bottle.BtlNum)=1));"
"SBB O2 below 560m","SELECT",TRUE,"","SELECT Cast.Year, Cast.Month, Cast.Date, Cast.St_Line, Cast.St_Station, Bottle.Depthm, Bottle.T_degC, Bottle.Salnty, Bottle.[Oxy_µmol/Kg], Bottle.O2ml_L
FROM (Cruises INNER JOIN Cast ON Cruises.Cruise = Cast.Cruise) INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Cast.St_Station)=46.9) AND ((Bottle.Depthm)>560) AND ((Bottle.O2ml_L) Is Not Null));"
"SSB Deep Properties","SELECT",TRUE,"","SELECT Cast.Cruise, Avg(Cast.Date) AS Date, Avg(Cast!Month+Day(Cast!Date)/31.5-1) AS Month, Avg(Bottle.Depthm) AS AvgDepth, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Bottle.STheta) AS Density, Avg(Bottle.O2ml_L) AS O2, Avg(Nuts.PO4ug) AS PO4, Avg(Nuts.SiO3ug) AS SiO4, Avg(Nuts.NO2ug) AS NO2, Avg(Nuts.NO3ug) AS NO3
FROM Cruises INNER JOIN ((Station_ID INNER JOIN Cast ON Station_ID.DBSta_ID = Cast.DbSta_ID) INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) LEFT JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Bottle.Depthm)>524) AND ((Bottle.RecInd)=3) AND ((Station_ID.Sta_ID)=""081.8 046.9"" Or (Station_ID.Sta_ID)=""081.8 046.0""))
GROUP BY Cast.Cruise, Cast.Year
HAVING (((Cast.Year)>1986));"
"St_Stations MT","MAKE_TABLE",TRUE,"","SELECT Station_ID.St_Line, Station_ID.Sta_ID, Station_ID.DLat_Dec, Station_ID.DLon_Dec, -Station_ID!Distance AS Distance INTO [St_Stations New]
FROM Station_ID
WHERE (((Station_ID.Sta_Code)=""st""))
GROUP BY Station_ID.St_Line, Station_ID.Sta_ID, Station_ID.DLat_Dec, Station_ID.DLon_Dec, -Station_ID!Distance;"
"TI - Bottle","SELECT",TRUE,"","SELECT Cast.Cruise, Cast.Date, Cast.Cast_ID, Cast.St_Line, Bottle.Sta_ID, Cast.Sta_Code, Bottle.Depthm, Bottle.T_degC, Bottle.Salnty, Bottle.O2ml_L, Bottle.STheta, Bottle.O2Sat, Nuts.PO4ug, Nuts.SiO3ug, Nuts.NO3ug, Chl.ChlorA, Bottle.RecInd
FROM Cast INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) LEFT JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
GROUP BY Cast.Cruise, Cast.Date, Cast.Cast_ID, Cast.St_Line, Bottle.Sta_ID, Cast.Sta_Code, Bottle.Depthm, Bottle.T_degC, Bottle.Salnty, Bottle.O2ml_L, Bottle.STheta, Bottle.O2Sat, Nuts.PO4ug, Nuts.SiO3ug, Nuts.NO3ug, Chl.ChlorA, Bottle.RecInd
HAVING (((Cast.Cast_ID)=""20-1004FN-PR-119-1742-09331100""))
ORDER BY Bottle.Sta_ID;"
"TI - BottleData","MAKE_TABLE",TRUE,"","SELECT Cast.[Cast_ID] AS Cast_Num, Bottle.[Btl_Cnt] AS Btl_Num, Cast.Cst_Cnt, Cast.Cruise, Cast.Order_Occ, Cast.Date, Cast.Time, [Date]+[Time] AS DateTime, Cast.St_Line, Cast.Cast_ID, Bottle.Sta_ID, Cast.Sta_Code, Cast.Lat_Dec, Cast.Lon_Dec, Cast.Distance, Bottle.Btl_Cnt, Bottle.BtlNum, Bottle.Depthm, Bottle.T_degC, Bottle.Salnty, Bottle.STheta, Bottle.O2ml_L, Bottle.O2Sat, Nuts.PO4uM, Nuts.SiO3uM, Nuts.NO3uM, Nuts.NH3uM, Chl.ChlorA, Chl.Phaeop, Bottle.RecInd INTO BottleData_202107
FROM Cast INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) LEFT JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
GROUP BY Cast.Cst_Cnt, Cast.Cruise, Cast.Order_Occ, Cast.Date, Cast.Time, Cast.St_Line, Cast.Cast_ID, Bottle.Sta_ID, Cast.Sta_Code, Cast.Lat_Dec, Cast.Lon_Dec, Cast.Distance, Bottle.Btl_Cnt, Bottle.BtlNum, Bottle.Depthm, Bottle.T_degC, Bottle.Salnty, Bottle.STheta, Bottle.O2ml_L, Bottle.O2Sat, Nuts.PO4uM, Nuts.SiO3uM, Nuts.NO3uM, Nuts.NH3uM, Chl.ChlorA, Chl.Phaeop, Bottle.RecInd
HAVING (((Cast.Cst_Cnt) Between 35645 And 35715))
ORDER BY Cast.Cruise, Bottle.Sta_ID, Bottle.Depthm;"
"TI - Cast","SELECT",TRUE,"","SELECT Cast.Cruise, Cast.Order_Occ, Station_ID.St_Line, Cast.Sta_ID, Cast.Time, Cast.Cst_Cnt, Cast.Sta_Code, Cast.Date, Cast.Lat_Dec, Cast.Lon_Dec, Cast.St_Line, Cast.St_Station, Cast.Bottom_D
FROM Cast LEFT JOIN Station_ID ON Cast.Sta_ID = Station_ID.Sta_ID
GROUP BY Cast.Cruise, Cast.Order_Occ, Station_ID.St_Line, Cast.Sta_ID, Cast.Time, Cast.Cst_Cnt, Cast.Sta_Code, Cast.Date, Cast.Lat_Dec, Cast.Lon_Dec, Cast.St_Line, Cast.St_Station, Cast.Bottom_D
HAVING (((Cast.Sta_ID)=""080.0 080.0"") AND ((Cast.Sta_Code)=""ST""));"
"TI - Cruise","SELECT",TRUE,"","SELECT Cruises.Cruise, Cruises.[Code-ST], Cruises.Ship1, Cruises.BegDate1, Cruises.EndDate1
FROM Cruises
WHERE (((Cruises.Cruise)>198400) AND ((Cruises.[Code-ST])=""st""));"
"TI - Single Cruise Station Loc","SELECT",TRUE,"","SELECT Cast.Cruise, Cast.Ship_Code, Cast.Sta_ID, Cast.Lon_Dec, Cast.Lat_Dec, Cast.Date
FROM Cast
WHERE (((Cast.Cruise)=198406));"
"TI - Zooplankton","SELECT",TRUE,"","SELECT Zooplankton.ID, Zooplankton.Cruise, Zooplankton.Sta_ID, Zooplankton.Cruz_Sta, Zooplankton.Order_Occ, Zooplankton.St_Line, Zooplankton.St_Sta, Avg([Zooplankton]![Lat_Deg]+([Zooplankton]![Lat_Min]/60)) AS Lat_Dec, Avg([Zooplankton]![Lon_Deg]+([Zooplankton]![Lon_Min]/60)) AS Lon_Dec, Zooplankton.Tow_Type, Zooplankton.Net_Loc, Zooplankton.Tow_Date, Zooplankton.Tow_Time, Avg([Zooplankton]![Tow_Date]+[Zooplankton]![Tow_Time]) AS Tow_DateTime, Zooplankton.Tow_DpthM, Zooplankton.Ttl_PVolC3, Zooplankton.Sml_PVolC3
FROM Zooplankton
GROUP BY Zooplankton.ID, Zooplankton.Cruise, Zooplankton.Sta_ID, Zooplankton.Cruz_Sta, Zooplankton.Order_Occ, Zooplankton.St_Line, Zooplankton.St_Sta, Zooplankton.Tow_Type, Zooplankton.Net_Loc, Zooplankton.Tow_Date, Zooplankton.Tow_Time, Zooplankton.Tow_DpthM, Zooplankton.Ttl_PVolC3, Zooplankton.Sml_PVolC3;"
"TM - NMFS_Station_ID","MAKE_TABLE",TRUE,"","SELECT [TR - NMFS_Tows].NMFS_Sta_ID, Count([TR - NMFS_Tows].NMFS_OrdOcc) AS Times_Occup, Avg([TR - NMFS_Tows].NMFS_TowDateTimeGMT) AS NMFS_Time, Avg([TR - NMFS_Tows].NMFS_DLat) AS NMFS_DLat, Avg([TR - NMFS_Tows].NMFS_Dlong) AS NMFS_Dlong INTO [New-NMFS_Station_ID]
FROM [TR - NMFS_Tows]
GROUP BY [TR - NMFS_Tows].NMFS_Sta_ID;"
"TQ - Bottom Depth_AVg_STDEV","SELECT",TRUE,"","SELECT Avg(Cast.Bottom_D) AS AvgOfBottom_D, Cast.Sta_ID, StDev(Cast.Bottom_D) AS StDevOfBottom_D, Cast.St_Line, Min(Cast.Bottom_D) AS MinOfBottom_D, Max(Cast.Bottom_D) AS MaxOfBottom_D, Count(Cast.Sta_Code) AS CountOfSta_Code
FROM Cast
WHERE (((Cast.Sta_Code)=""st"") AND ((Cast.Year)>1983))
GROUP BY Cast.Sta_ID, Cast.St_Line
HAVING (((StDev(Cast.Bottom_D)) Is Not Null) AND ((Cast.St_Line)>76.6 And (Cast.St_Line)<93.5))
ORDER BY StDev(Cast.Bottom_D);"
"TQ - BottomDepthPerStation","SELECT",TRUE,"","SELECT Cast.Bottom_D, Cast.Cst_Cnt, Cast.Cruise_ID, Cast.Cast_ID
FROM Cast
GROUP BY Cast.Bottom_D, Cast.Cst_Cnt, Cast.Cruise_ID, Cast.Cast_ID, Cast.Sta_ID
HAVING (((Cast.Sta_ID)=""076.7 049.0""));"
"TQ - BottomDepth_Vs_AvgBottomDepth","SELECT",TRUE,"","SELECT Cast.Cruise, CurrentStations.Sta_ID, Cast.Cst_Cnt, Cast.Bottom_D, CurrentStations.Avg_Depth
FROM Cast INNER JOIN CurrentStations ON Cast.Sta_ID=CurrentStations.Sta_ID
WHERE (((Cast!Bottom_D)>(CurrentStations!Avg_Depth+500) Or (Cast!Bottom_D)<(CurrentStations!Avg_Depth-500)))
GROUP BY Cast.Cruise, CurrentStations.Sta_ID, Cast.Cst_Cnt, Cast.Bottom_D, CurrentStations.Avg_Depth
ORDER BY Cast.Cruise;"
"TQ - DeepValues_Avg","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Avg(Cast.Date) AS Date, Count(Bottle.Depthm) AS DepthCount, Avg(Bottle.Depthm) AS AvgDepth, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Bottle.STheta) AS Density, Avg(Nuts.PO4uM) AS PO4, Avg(Nuts.SiO3uM) AS SiO4, Avg(Nuts.NO2uM) AS NO2, Avg(Nuts.NO3uM) AS NO3, Avg(Bottle.O2ml_L) AS O2, [NO3]/[PO4] AS [N-P Ratio], [NO3]/[SiO4] AS [N-Si Ratio], [PO4]/[SiO4] AS [P-Si Ratio], [Sal]/[O2] AS [Sal-O2 Ratio], [NO3]/[Sal] AS [N-Sal Ratio], [PO4]/[Sal] AS [P-Sal Ratio], [Sio4]/[Sal] AS [Si-Sal], StDev(Nuts.PO4uM) AS StDevOfPO4ug, StDev(Bottle.Salnty) AS StDevOfSalnty
FROM Cruises INNER JOIN ((Station_ID INNER JOIN Cast ON Station_ID.DBSta_ID = Cast.DbSta_ID) INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) LEFT JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Bottle.Depthm) Between 400 And 550) AND ((Bottle.RecInd)=3) AND ((Cruises.[Code-ST])=""st"") AND ((Station_ID.St_Sta) Between 50 And 120) AND ((Station_ID.St_Line) Between 80 And 90))
GROUP BY Cast.Year, Cast.Cruise, Cast.Year
HAVING (((Cast.Year)>1983));"
"TQ - DeepValues_Avg-ADK","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Avg(Cast.Date) AS Date, Count(Bottle.Depthm) AS DepthCount, Avg(Bottle.Depthm) AS AvgDepth, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Bottle.STheta) AS STheta, Avg(Nuts.PO4uM) AS PO4, Avg(Nuts.SiO3uM) AS SIO4, Avg(Nuts.NO2uM) AS NO2, Avg(Nuts.NO3uM) AS NO3, Avg(Bottle.O2ml_L) AS O2, [NO3]/[PO4] AS [N-P Ratio], [NO3]/[SiO4] AS [N-Si Ratio], [PO4]/[SiO4] AS [P-Si Ratio], [Sal]/[O2] AS [Sal-O2 Ratio], StDev(Nuts.PO4uM) AS StDevOfPO4ug, StDev(Nuts.SiO3uM) AS StDevOfSiO3ug, StDev(Nuts.NO2uM) AS StDevOfNO2ug, StDev(Nuts.NO3uM) AS StDevOfNO3ug, StDev(Bottle.Salnty) AS StDevOfSalnty, [NO3]/[Sal] AS [NO3-Sal], [PO4]/[Sal] AS [PO4-Sal], [SiO4]/[Sal] AS [Si-Sal], Avg(Cast.IntC14) AS AvgOfIntC14, Avg(Cast.IntChl) AS AvgOfIntChl
FROM Cruises INNER JOIN (Cast INNER JOIN (Bottle INNER JOIN (Chl INNER JOIN Nuts ON Chl.Btl_Cnt = Nuts.Btl_Cnt) ON (Bottle.Btl_Cnt = Nuts.Btl_Cnt) AND (Bottle.Btl_Cnt = Chl.Btl_Cnt)) ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Bottle.Depthm) Between 500 And 550) AND ((Cast.St_Station) Between 50 And 120) AND ((Cast.St_Line) Between 80 And 90))
GROUP BY Cast.Year, Cast.Cruise, Bottle.RecInd, Cast.Sta_Code, Cruises.[Code-ST]
HAVING (((Cast.Year)>1983) AND ((Count(Bottle.Depthm))>15) AND ((Bottle.RecInd)=3) AND ((Cast.Sta_Code)=""st"") AND ((Cruises.[Code-ST])=""ST""));"
"TQ - DeepValues_Avg-jen","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Avg(Cast.Date) AS Date, Count(Bottle.Depthm) AS DepthCount, Avg(Bottle.Depthm) AS AvgDepth, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Bottle.STheta) AS STheta, Avg(Nuts.PO4uM) AS PO4, Avg(Nuts.SiO3uM) AS SIO4, Avg(Nuts.NO2uM) AS NO2, Avg(Nuts.NO3uM) AS NO3, Avg(Bottle.O2ml_L) AS O2, [NO3]/[PO4] AS [N-P Ratio], [NO3]/[SiO4] AS [N-Si Ratio], [PO4]/[SiO4] AS [P-Si Ratio], [Sal]/[O2] AS [Sal-O2 Ratio], StDev(Nuts.PO4uM) AS StDevOfPO4ug, StDev(Nuts.SiO3uM) AS StDevOfSiO3ug, StDev(Nuts.NO2uM) AS StDevOfNO2ug, StDev(Nuts.NO3uM) AS StDevOfNO3ug, StDev(Bottle.Salnty) AS StDevOfSalnty, [NO3]/[Sal] AS [NO3-Sal], [PO4]/[Sal] AS [PO4-Sal], [SiO4]/[Sal] AS [Si-Sal], Avg(Cast.IntC14) AS AvgOfIntC14, Avg(Cast.IntChl) AS AvgOfIntChl
FROM Cast INNER JOIN (Bottle INNER JOIN (Chl INNER JOIN Nuts ON Chl.Btl_Cnt = Nuts.Btl_Cnt) ON (Bottle.Btl_Cnt = Nuts.Btl_Cnt) AND (Bottle.Btl_Cnt = Chl.Btl_Cnt)) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Bottle.Depthm) Between 400 And 550) AND ((Cast.St_Station) Between 50 And 120) AND ((Cast.St_Line) Between 80 And 90))
GROUP BY Cast.Year, Cast.Cruise, Bottle.RecInd, Cast.Sta_Code
HAVING (((Cast.Year)>2000) AND ((Bottle.RecInd)=3) AND ((Cast.Sta_Code)=""st""));"
"TQ - LatLongAvgCluster-jen","CROSS_TAB",TRUE,"","TRANSFORM Avg(Cast.Lon_Dec) AS AvgOfLon_Dec
SELECT Cast.St_Line, Cast.Rpt_Line
FROM Cast
WHERE (((Cast.Cruise) Between 194901 And 195109))
GROUP BY Cast.St_Line, Cast.Rpt_Line
PIVOT Cast.Cruise;"
"TQ - Property Tests_AllDiscreet per depth","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Cast.Sta_ID, Bottle.Depthm AS Depth, Count(Bottle.Depthm) AS DepthCount, Avg(Bottle.STheta) AS STheta, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Nuts.[NO3uM]) AS Nitrate, Avg(Nuts.[PO4uM]) AS Phosphate, Avg(Nuts.[SiO3uM]) AS Silicate, Avg(Bottle.O2Sat) AS O2Sat, [Nitrate]/[Phosphate] AS [N-P Ratio], [Nitrate]/[Silicate] AS [N-Si Ratio], [Phosphate]/[Silicate] AS [P-Si Ratio], [Sal]/[O2Sat] AS [Sal-O2 Ratio], Bottle.RecInd, Bottle.Depth_ID, Bottle.Depth_ID, Cast.Lon_Dec
FROM Cruises INNER JOIN ((Station_ID INNER JOIN Cast ON Station_ID.DBSta_ID = Cast.DbSta_ID) INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) INNER JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cruises.[Code-ST])=""st"") AND ((Station_ID.St_Line) Between 80 And 90) AND ((Station_ID.St_Sta) Between 50 And 120) AND ((Bottle.Depthm) Between 500 And 550))
GROUP BY Cast.Year, Cast.Cruise, Cast.Sta_ID, Bottle.Depthm, Bottle.RecInd, Bottle.Depth_ID, Cast.Lon_Dec, Station_ID.Sta_Code, Bottle.Depth_ID
HAVING (((Cast.Cruise)>200911) AND ((Bottle.RecInd)=3) AND ((Station_ID.Sta_Code)=""st""));"
"TQ - StationNameChecker","SELECT",TRUE,"","SELECT Cast.Cst_Cnt, Cast.Cast_ID, Cast.Cruise_ID, Cast.Cruise, Cast.Sta_ID, Cast.Rpt_Line, Cast.Rpt_Sta, Cast.St_Line, Cast.St_Station, Cast.Cruz_Sta, Cast.DbSta_ID, Cast.Sta_Code
FROM Cast LEFT JOIN CurrentStations ON Cast.Sta_ID = CurrentStations.Sta_ID
WHERE (((Cast.Sta_Code)=""st"" Or (Cast.Sta_Code)=""sco""))
GROUP BY Cast.Cst_Cnt, Cast.Cast_ID, Cast.Cruise_ID, Cast.Cruise, Cast.Sta_ID, Cast.Rpt_Line, Cast.Rpt_Sta, Cast.St_Line, Cast.St_Station, Cast.Cruz_Sta, Cast.DbSta_ID, Cast.Sta_Code, CurrentStations.Sta_ID, Cast.Year
HAVING (((Cast.Rpt_Line)>""76.6"" And (Cast.Rpt_Line)<""93.4"") AND ((CurrentStations.Sta_ID) Is Null) AND ((Cast.Year)>2000));"
"TQ_DeepValues: PropertyCluster","CROSS_TAB",TRUE,"","TRANSFORM Avg([TQ - Property Tests_AllDiscreet per depth].Nitrate) AS AvgOfNitrate
SELECT [TQ - Property Tests_AllDiscreet per depth].Sta_ID, [TQ - Property Tests_AllDiscreet per depth].Depth, [TQ - Property Tests_AllDiscreet per depth].Temp
FROM [TQ - Property Tests_AllDiscreet per depth]
GROUP BY [TQ - Property Tests_AllDiscreet per depth].Sta_ID, [TQ - Property Tests_AllDiscreet per depth].Depth, [TQ - Property Tests_AllDiscreet per depth].Temp
PIVOT [TQ - Property Tests_AllDiscreet per depth].Cruise;"
"TR - Bottle & Cast: Cst_Cnt","SELECT",TRUE,"","SELECT Bottle.Cst_Cnt, Bottle.Sta_ID, Bottle.Depth_ID
FROM Cast INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Cast.Cst_Cnt) Is Null));"
"TR - Cast & Bottle: Cst_Cnt","SELECT",TRUE,"","SELECT Cast.Cst_Cnt, Cast.Cruise, Cast.Sta_ID, Bottle.Cst_Cnt
FROM Cast LEFT JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Bottle.Cst_Cnt) Is Null));"
"TR - Cast & Bottle: St_ID","SELECT",TRUE,"","SELECT Cast.Cst_Cnt, Cast.Cruise, Cast.Sta_ID, Bottle.Sta_ID, Bottle.Btl_Cnt, Cast.Order_Occ
FROM Cast INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Cast.Sta_ID)<>[Bottle]![Sta_ID]))
GROUP BY Cast.Cst_Cnt, Cast.Cruise, Cast.Sta_ID, Bottle.Sta_ID, Bottle.Btl_Cnt, Cast.Order_Occ;"
"TR - Cast & Cruise: Cruise","SELECT",TRUE,"","SELECT Cast.Cruise, Count(Cast.Cruz_Sta) AS CountOfCruz_Sta
FROM Cast LEFT JOIN Cruises ON Cast.Cruise = Cruises.Cruise
WHERE (((Cruises.Cruise) Is Null))
GROUP BY Cast.Cruise;"
"TR - Cast & Station_ID: St_ID, DBSta_ID","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Cast.DbSta_ID, Cast.Sta_ID, Cast.Sta_Code, Cast.Cst_Cnt, Station_ID.Sta_ID
FROM Cast LEFT JOIN Station_ID ON Cast.DbSta_ID = Station_ID.DBSta_ID
WHERE (((Station_ID.Sta_ID) Is Null))
GROUP BY Cast.Year, Cast.Cruise, Cast.DbSta_ID, Cast.Sta_ID, Cast.Sta_Code, Cast.Cst_Cnt, Station_ID.Sta_ID;"
